response_id,respondent_id,submitted_at,consent,consent_source,response_source,validation_profile,completion_seconds,questionnaire_version,randomization_group,age_band,activity_days_30d,player_tenure_months,player_status,monthly_merch_budget,has_purchased_merch,purchase_history,annual_merch_spend,purchase_frequency_12m,preferred_operator_1,preferred_operator_2,preferred_operator_3,operator,category,purchase_intent,acceptable_price,channel,limited_preference,purchase_motivation,purchase_barrier,promotion_preference,preorder_tolerance_days,price_good_value,concept_appeal,concept_strength,concept_concern,concept_variant,attribute_priority,product_improvement,open_feedback,is_simulated,is_real_survey_response,data_type,source_batch_id,source_note
REAL-ARK-SURVEY-20260903-116,REAL-ARK-SURVEY-20260903-116,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,23～26岁,2,48.0,玩过《明日方舟》,1200.0,False,没买过方舟正版周边，但买过其他ACG正版周边,750.0,8,德克萨斯,锏,W,德克萨斯,日用生活,4,300.0,淘宝/天猫,5,材质和做工让人放心｜很喜欢这个角色｜有收藏或凑套装的价值,发货进度不透明｜不确定买回来怎么摆或怎么用,直接降价,45.0,150.5,5,材质与工艺｜配色,材质和工艺｜售后规则,更喜欢B款,角色和画面设计=1｜材质与做工=5｜正版授权=2｜实用性=3｜价格=4｜限定或收藏价值=6,希望实物图和细节展示更充分,希望商品详情页提供更多实拍、尺寸对比和材质说明。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-117,REAL-ARK-SURVEY-20260903-117,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,6,0.0,没玩过《明日方舟》,200.0,False,没买过方舟正版周边，但买过其他ACG正版周边,750.0,4,德克萨斯,逻各斯,浊心斯卡蒂,德克萨斯,手办模玩,3,800.0,淘宝/天猫,5,价格合适｜是限定、联名或活动纪念款,设计不太喜欢｜售后或退换不方便｜发货进度不透明,不太在意促销，更看重商品本身,45.0,750.5,2,收藏价值｜画面或造型,是否为正版授权｜发货时间｜是否容易缺货或限量,更喜欢B款,角色和画面设计=3｜材质与做工=2｜正版授权=4｜实用性=5｜价格=1｜限定或收藏价值=6,-,希望商品详情页提供更多实拍、尺寸对比和材质说明。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-118,REAL-ARK-SURVEY-20260903-118,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,24.0,玩过《明日方舟》,,True,买过《明日方舟》官方或正版授权周边,2000.0,12,幽灵鲨,维什戴尔,逻各斯,幽灵鲨,手办模玩,3,2000.0,官方商城,3,朋友推荐或社区评价很好｜价格合适｜很喜欢这个角色,设计不太喜欢｜担心不是正版｜预售时间太长,不太在意促销，更看重商品本身,45.0,350.5,4,材质与工艺｜实用性,是否为正版授权｜最终价格｜是否容易缺货或限量,更喜欢B款,角色和画面设计=2｜材质与做工=1｜正版授权=6｜实用性=5｜价格=3｜限定或收藏价值=4,希望实物图和细节展示更充分,希望同一角色能做统一主题套装，方便收藏。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-119,REAL-ARK-SURVEY-20260903-119,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,23～26岁,28,84.0,玩过《明日方舟》,,True,买过《明日方舟》官方或正版授权周边,750.0,4,煌,艾雅法拉,铃兰,煌,吧唧（徽章）,5,40.0,淘宝/天猫,4,价格合适｜画面或造型设计很好看｜想支持作品或官方,材质、尺寸或实物效果说不清楚｜设计不太喜欢｜售后或退换不方便,不太在意促销，更看重商品本身,45.0,45.0,4,角色选择｜收藏价值｜配色,实物图和细节,更喜欢A款,角色和画面设计=3｜材质与做工=1｜正版授权=2｜实用性=4｜价格=5｜限定或收藏价值=6,-,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-120,REAL-ARK-SURVEY-20260903-120,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,23～26岁,16,,玩过《明日方舟》,750.0,True,买过《明日方舟》官方或正版授权周边,750.0,4,斯卡蒂,德克萨斯,令,斯卡蒂,毛绒玩偶,2,150.0,线下展会或快闪店,4,价格合适,设计不太喜欢,预售特典,45.0,200.5,2,暂时没有特别吸引我的地方,实物图和细节｜发货时间｜具体尺寸,更喜欢A款,角色和画面设计=1｜材质与做工=3｜正版授权=4｜实用性=2｜价格=5｜限定或收藏价值=6,希望减少容易刮花的材质,如果有长期补货机制会更愿意购买，不喜欢抢限量。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-121,REAL-ARK-SURVEY-20260903-121,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,27～30岁,2,48.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,350.0,4,斯卡蒂,W,令,斯卡蒂,手办模玩,3,1000.0,淘宝/天猫,4,很喜欢这个角色｜价格合适,设计不太喜欢｜价格比预期高｜不确定买回来怎么摆或怎么用,包邮,135.0,200.0,2,暂时没有特别吸引我的地方,最终价格｜售后规则,更喜欢A款,角色和画面设计=1｜材质与做工=2｜正版授权=4｜实用性=5｜价格=3｜限定或收藏价值=6,希望包装更适合收藏,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-122,REAL-ARK-SURVEY-20260903-122,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,23～26岁,6,48.0,玩过《明日方舟》,50.0,True,买过《明日方舟》官方或正版授权周边,750.0,4,史尔特尔,令,逻各斯,史尔特尔,手办模玩,4,800.0,淘宝/天猫,4,想支持作品或官方｜画面或造型设计很好看｜很喜欢这个角色,已经有很多同类周边｜发货进度不透明｜担心不是正版,角色套装更优惠,75.0,350.5,4,画面或造型｜角色选择,最终价格｜材质和工艺｜是否为正版授权,更喜欢A款,角色和画面设计=1｜材质与做工=4｜正版授权=2｜实用性=6｜价格=3｜限定或收藏价值=5,希望缩短预售和发货周期,希望商品详情页提供更多实拍、尺寸对比和材质说明。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-123,REAL-ARK-SURVEY-20260903-123,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,23～26岁,28,48.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,350.0,2,德克萨斯,令,W,德克萨斯,通行证,4,80.0,B站会员购,3,很喜欢这个角色｜是限定、联名或活动纪念款,设计不太喜欢｜材质、尺寸或实物效果说不清楚｜发货进度不透明,预售特典,45.0,20.0,4,材质与工艺｜尺寸｜配件或玩法,最终价格｜具体尺寸｜材质和工艺,更喜欢A款,角色和画面设计=2｜材质与做工=5｜正版授权=1｜实用性=4｜价格=3｜限定或收藏价值=6,希望减少容易刮花的材质,可以接受联名，但希望不要为了限定把价格抬得太高。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-124,REAL-ARK-SURVEY-20260903-124,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,28,48.0,玩过《明日方舟》,200.0,True,买过《明日方舟》官方或正版授权周边,750.0,4,维什戴尔,陈,凯尔希,维什戴尔,吧唧（徽章）,3,30.0,B站会员购,5,很喜欢这个角色｜材质和做工让人放心｜想支持作品或官方,运费太高｜已经有很多同类周边｜设计不太喜欢,角色套装更优惠,30.0,20.5,2,暂时没有特别吸引我的地方,售后规则｜具体尺寸,更喜欢A款,角色和画面设计=4｜材质与做工=1｜正版授权=3｜实用性=6｜价格=2｜限定或收藏价值=5,-,希望官方把预售周期和发货进度写得更透明。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-125,REAL-ARK-SURVEY-20260903-125,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,6,,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,750.0,8,令,玛恩纳,铃兰,令,装饰摆件,5,150.0,二手平台,3,平时真的能用到｜材质和做工让人放心｜朋友推荐或社区评价很好,预售时间太长｜已经有很多同类周边,直接降价,30.0,75.5,4,收藏价值,最终价格,更喜欢A款,角色和画面设计=1｜材质与做工=3｜正版授权=4｜实用性=2｜价格=5｜限定或收藏价值=6,希望限定数量不要太少,想要更多能日常使用的周边，比如包、杯子、文具和服饰。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-126,REAL-ARK-SURVEY-20260903-126,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,2,0.0,没玩过《明日方舟》,750.0,False,没买过方舟正版周边，但买过其他ACG正版周边,3500.0,8,缪尔赛思,逻各斯,诗怀雅,缪尔赛思,吧唧（徽章）,3,60.0,官方商城,4,很喜欢这个角色｜有收藏或凑套装的价值｜材质和做工让人放心,运费太高｜担心不是正版｜材质、尺寸或实物效果说不清楚,直接降价,45.0,20.5,2,画面或造型,实物图和细节,两款都可以,角色和画面设计=5｜材质与做工=1｜正版授权=2｜实用性=4｜价格=3｜限定或收藏价值=6,希望价格再友好一点,希望线下快闪和线上商城的库存分配更合理。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-127,REAL-ARK-SURVEY-20260903-127,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,6,0.0,没玩过《明日方舟》,50.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,阿米娅,德克萨斯,伊芙利特,阿米娅,亚克力制品,3,100.0,B站会员购,3,很喜欢这个角色｜想支持作品或官方,已经有很多同类周边｜价格比预期高｜不确定买回来怎么摆或怎么用,直接降价,45.0,40.5,5,角色选择｜画面或造型｜尺寸,是否容易缺货或限量｜发货时间｜实物图和细节,两款都可以,角色和画面设计=2｜材质与做工=4｜正版授权=3｜实用性=6｜价格=1｜限定或收藏价值=5,希望实物图和细节展示更充分,希望多出一些冷门角色的周边，不要总集中在少数热门角色。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-128,REAL-ARK-SURVEY-20260903-128,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,2,24.0,玩过《明日方舟》,1200.0,True,买过《明日方舟》官方或正版授权周边,3500.0,8,斯卡蒂,浊心斯卡蒂,逻各斯,斯卡蒂,亚克力制品,4,120.0,淘宝/天猫,3,画面或造型设计很好看｜有收藏或凑套装的价值｜很喜欢这个角色,预售时间太长｜担心不是正版｜设计不太喜欢,满额赠品,75.0,100.0,1,画面或造型,发货时间｜是否为正版授权,两款都可以,角色和画面设计=1｜材质与做工=2｜正版授权=5｜实用性=6｜价格=4｜限定或收藏价值=3,-,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-129,REAL-ARK-SURVEY-20260903-129,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,24.0,玩过《明日方舟》,750.0,True,买过《明日方舟》官方或正版授权周边,2000.0,4,塞雷娅,令,银灰,塞雷娅,装饰摆件,4,150.0,淘宝/天猫,4,想支持作品或官方｜平时真的能用到,担心不是正版｜预售时间太长｜价格比预期高,直接降价,30.0,75.5,4,尺寸｜角色选择｜画面或造型,最终价格｜具体尺寸｜是否为正版授权,更喜欢B款,角色和画面设计=3｜材质与做工=4｜正版授权=1｜实用性=6｜价格=5｜限定或收藏价值=2,希望增加可替换配件或玩法,希望线下快闪和线上商城的库存分配更合理。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-130,REAL-ARK-SURVEY-20260903-130,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,23～26岁,28,24.0,玩过《明日方舟》,50.0,False,没买过方舟正版周边，但买过其他ACG正版周边,350.0,4,德克萨斯,陈,逻各斯,德克萨斯,装饰摆件,4,200.0,B站会员购,3,画面或造型设计很好看｜有收藏或凑套装的价值,售后或退换不方便｜价格比预期高｜运费太高,直接降价,75.0,150.5,5,画面或造型｜收藏价值,售后规则｜材质和工艺｜是否容易缺货或限量,两款都可以,角色和画面设计=5｜材质与做工=3｜正版授权=2｜实用性=6｜价格=4｜限定或收藏价值=1,希望实物图和细节展示更充分,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-131,REAL-ARK-SURVEY-20260903-131,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,48.0,玩过《明日方舟》,200.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,4,伊芙利特,维什戴尔,棘刺,伊芙利特,亚克力制品,3,100.0,官方商城,4,价格合适｜画面或造型设计很好看｜很喜欢这个角色,担心不是正版｜设计不太喜欢｜发货进度不透明,预售特典,135.0,30.0,3,收藏价值｜画面或造型｜尺寸,材质和工艺｜最终价格｜是否为正版授权,更喜欢B款,角色和画面设计=1｜材质与做工=2｜正版授权=5｜实用性=6｜价格=3｜限定或收藏价值=4,希望材质和做工更扎实,希望多做毛绒和桌面摆件，少一点重复款吧唧。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-132,REAL-ARK-SURVEY-20260903-132,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,23～26岁,16,84.0,玩过《明日方舟》,200.0,True,买过《明日方舟》官方或正版授权周边,350.0,4,逻各斯,能天使,拉普兰德,逻各斯,手办模玩,4,500.0,官方商城,4,有收藏或凑套装的价值｜画面或造型设计很好看,运费太高｜价格比预期高｜担心不是正版,不太在意促销，更看重商品本身,30.0,350.5,3,实用性｜配色,最终价格｜售后规则｜发货时间,更喜欢B款,角色和画面设计=3｜材质与做工=2｜正版授权=1｜实用性=5｜价格=4｜限定或收藏价值=6,-,希望官方把预售周期和发货进度写得更透明。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-133,REAL-ARK-SURVEY-20260903-133,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,28,84.0,玩过《明日方舟》,50.0,False,没买过方舟正版周边，但买过其他ACG正版周边,100.0,2,煌,W,维什戴尔,煌,通行证,3,60.0,淘宝/天猫,5,有收藏或凑套装的价值｜很喜欢这个角色,设计不太喜欢｜发货进度不透明｜材质、尺寸或实物效果说不清楚,直接降价,45.0,30.5,4,材质与工艺｜画面或造型｜收藏价值,具体尺寸｜最终价格｜发货时间,更喜欢B款,角色和画面设计=2｜材质与做工=1｜正版授权=4｜实用性=6｜价格=5｜限定或收藏价值=3,-,可以接受联名，但希望不要为了限定把价格抬得太高。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-134,REAL-ARK-SURVEY-20260903-134,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,27～30岁,16,2.0,玩过《明日方舟》,1200.0,True,买过《明日方舟》官方或正版授权周边,3500.0,12,诗怀雅,塞雷娅,拉普兰德,诗怀雅,毛绒玩偶,4,250.0,淘宝/天猫,4,很喜欢这个角色｜有收藏或凑套装的价值｜材质和做工让人放心,材质、尺寸或实物效果说不清楚｜已经有很多同类周边,预售特典,75.0,115.5,4,画面或造型｜实用性｜收藏价值,材质和工艺｜发货时间｜是否容易缺货或限量,更喜欢A款,角色和画面设计=1｜材质与做工=2｜正版授权=5｜实用性=6｜价格=4｜限定或收藏价值=3,-,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-135,REAL-ARK-SURVEY-20260903-135,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,16,48.0,玩过《明日方舟》,50.0,True,买过《明日方舟》官方或正版授权周边,350.0,2,逻各斯,温蒂,维什戴尔,逻各斯,日用生活,4,150.0,淘宝/天猫,4,很喜欢这个角色｜是限定、联名或活动纪念款｜画面或造型设计很好看,材质、尺寸或实物效果说不清楚,不太在意促销，更看重商品本身,0.0,150.5,4,角色选择｜实用性,具体尺寸｜材质和工艺,更喜欢A款,角色和画面设计=2｜材质与做工=3｜正版授权=4｜实用性=5｜价格=1｜限定或收藏价值=6,希望减少容易刮花的材质,希望线下快闪和线上商城的库存分配更合理。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-136,REAL-ARK-SURVEY-20260903-136,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,16,,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,3500.0,12,黍,能天使,凯尔希,黍,装饰摆件,3,400.0,B站会员购,5,价格合适｜很喜欢这个角色｜材质和做工让人放心,运费太高｜售后或退换不方便,直接降价,30.0,250.0,3,收藏价值｜画面或造型｜角色选择,最终价格｜是否容易缺货或限量｜具体尺寸,两款都可以,角色和画面设计=4｜材质与做工=1｜正版授权=5｜实用性=2｜价格=3｜限定或收藏价值=6,-,希望线下快闪和线上商城的库存分配更合理。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-137,REAL-ARK-SURVEY-20260903-137,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,23～26岁,2,0.0,没玩过《明日方舟》,50.0,False,还没有买过正版周边,0.0,0,玛恩纳,浊心斯卡蒂,霍尔海雅,玛恩纳,日用生活,1,200.0,淘宝/天猫,3,是限定、联名或活动纪念款｜有收藏或凑套装的价值｜想支持作品或官方,价格比预期高｜预售时间太长｜运费太高,不太在意促销，更看重商品本身,30.0,75.5,2,暂时没有特别吸引我的地方,材质和工艺｜是否容易缺货或限量,更喜欢A款,角色和画面设计=2｜材质与做工=4｜正版授权=5｜实用性=3｜价格=1｜限定或收藏价值=6,希望实物图和细节展示更充分,想看到更多阵营主题、干员小队主题的组合周边。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-138,REAL-ARK-SURVEY-20260903-138,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,2,84.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,750.0,4,诗怀雅,凯尔希,锏,诗怀雅,毛绒玩偶,4,150.0,B站会员购,4,朋友推荐或社区评价很好｜很喜欢这个角色,设计不太喜欢｜不确定买回来怎么摆或怎么用｜售后或退换不方便,满额赠品,45.0,115.5,4,材质与工艺｜角色选择｜尺寸,售后规则｜最终价格｜是否为正版授权,两款都可以,角色和画面设计=2｜材质与做工=3｜正版授权=4｜实用性=5｜价格=1｜限定或收藏价值=6,希望缩短预售和发货周期,想看到更多阵营主题、干员小队主题的组合周边。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-139,REAL-ARK-SURVEY-20260903-139,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,23～26岁,28,48.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,2000.0,8,阿米娅,霍尔海雅,史尔特尔,阿米娅,亚克力制品,4,150.0,B站会员购,3,想支持作品或官方｜有收藏或凑套装的价值｜画面或造型设计很好看,设计不太喜欢,不太在意促销，更看重商品本身,45.0,65.5,2,暂时没有特别吸引我的地方,实物图和细节｜最终价格｜材质和工艺,两款都可以,角色和画面设计=3｜材质与做工=2｜正版授权=4｜实用性=6｜价格=1｜限定或收藏价值=5,希望减少容易刮花的材质,希望官方把预售周期和发货进度写得更透明。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-140,REAL-ARK-SURVEY-20260903-140,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,tie,18～22岁,2,0.0,没玩过《明日方舟》,,False,还没有买过正版周边,0.0,0,阿米娅,逻各斯,斯卡蒂,阿米娅,手办模玩,3,800.0,淘宝/天猫,4,朋友推荐或社区评价很好｜有收藏或凑套装的价值｜价格合适,价格比预期高｜售后或退换不方便,直接降价,30.0,200.0,3,收藏价值｜实用性｜材质与工艺,发货时间｜是否容易缺货或限量｜最终价格,两款都不太喜欢,角色和画面设计=2｜材质与做工=3｜正版授权=1｜实用性=4｜价格=6｜限定或收藏价值=5,希望限定数量不要太少,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-141,REAL-ARK-SURVEY-20260903-141,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,84.0,玩过《明日方舟》,0.0,True,买过《明日方舟》官方或正版授权周边,100.0,4,陈,诗怀雅,黍,陈,手办模玩,4,800.0,官方商城,3,朋友推荐或社区评价很好｜价格合适,预售时间太长｜设计不太喜欢｜材质、尺寸或实物效果说不清楚,直接降价,75.0,350.5,3,配件或玩法,材质和工艺｜最终价格｜售后规则,更喜欢B款,角色和画面设计=1｜材质与做工=4｜正版授权=3｜实用性=5｜价格=2｜限定或收藏价值=6,希望减少容易刮花的材质,如果有长期补货机制会更愿意购买，不喜欢抢限量。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-142,REAL-ARK-SURVEY-20260903-142,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,28,,玩过《明日方舟》,,True,买过《明日方舟》官方或正版授权周边,350.0,2,德克萨斯,温蒂,夕,德克萨斯,毛绒玩偶,4,200.0,二手平台,3,是限定、联名或活动纪念款｜画面或造型设计很好看｜价格合适,材质、尺寸或实物效果说不清楚｜预售时间太长｜设计不太喜欢,不太在意促销，更看重商品本身,75.0,200.5,4,角色选择｜收藏价值｜实用性,发货时间｜材质和工艺｜是否为正版授权,更喜欢B款,角色和画面设计=2｜材质与做工=5｜正版授权=1｜实用性=4｜价格=3｜限定或收藏价值=6,-,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-143,REAL-ARK-SURVEY-20260903-143,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,2,,玩过《明日方舟》,0.0,False,还没有买过正版周边,0.0,0,阿米娅,温蒂,史尔特尔,阿米娅,毛绒玩偶,3,300.0,淘宝/天猫,4,材质和做工让人放心｜平时真的能用到｜很喜欢这个角色,材质、尺寸或实物效果说不清楚｜不确定买回来怎么摆或怎么用,预售特典,75.0,115.5,2,暂时没有特别吸引我的地方,材质和工艺｜发货时间｜实物图和细节,更喜欢A款,角色和画面设计=2｜材质与做工=1｜正版授权=3｜实用性=6｜价格=4｜限定或收藏价值=5,希望价格再友好一点,希望商品详情页提供更多实拍、尺寸对比和材质说明。,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-144,REAL-ARK-SURVEY-20260903-144,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,B,18～22岁,16,48.0,玩过《明日方舟》,400.0,True,买过《明日方舟》官方或正版授权周边,750.0,4,棘刺,银灰,玛恩纳,棘刺,吧唧（徽章）,3,40.0,官方商城,3,价格合适｜有收藏或凑套装的价值｜平时真的能用到,运费太高｜预售时间太长｜价格比预期高,直接降价,0.0,15.0,3,材质与工艺｜角色选择｜画面或造型,发货时间｜具体尺寸｜是否容易缺货或限量,更喜欢B款,角色和画面设计=2｜材质与做工=6｜正版授权=5｜实用性=4｜价格=1｜限定或收藏价值=3,希望增加可替换配件或玩法,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
REAL-ARK-SURVEY-20260903-145,REAL-ARK-SURVEY-20260903-145,,True,batch_owner_attestation,anonymous_questionnaire_batch,anonymous_batch_without_timing,,v2.2-paper-batch,A,18～22岁,16,24.0,玩过《明日方舟》,0.0,True,买过《明日方舟》官方或正版授权周边,350.0,4,逻各斯,黍,维什戴尔,逻各斯,手办模玩,4,800.0,线下展会或快闪店,5,很喜欢这个角色｜价格合适｜画面或造型设计很好看,价格比预期高｜设计不太喜欢｜发货进度不透明,预售特典,30.0,350.5,4,实用性｜配件或玩法,具体尺寸｜最终价格｜实物图和细节,更喜欢A款,角色和画面设计=1｜材质与做工=3｜正版授权=2｜实用性=4｜价格=5｜限定或收藏价值=6,-,-,False,True,real_anonymous_survey_user_attested,ARK-SURVEY-20260903,Batch owner confirmed real responses; source TXT header was mislabeled.
