order_id,order_date,channel,customer_segment,payment_status,fulfillment_status,order_amount,discount_amount,shipping_fee,paid_amount,is_simulated,simulation_seed
ORD-0003316,2026-06-08,B站会员购,core_buyer,paid,delivered,107.0,0.0,0.0,107.0,True,20260903
ORD-0003317,2026-08-02,淘宝/天猫,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003318,2026-06-21,淘宝/天猫,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003319,2026-07-13,B站会员购,core_buyer,paid,delivered,699.0,104.85,0.0,594.15,True,20260903
ORD-0003320,2026-08-15,淘宝/天猫,occasional_buyer,paid,delivered,913.0,3.6,0.0,909.4,True,20260903
ORD-0003321,2026-08-02,淘宝/天猫,occasional_buyer,paid,delivered,827.0,12.8,0.0,814.2,True,20260903
ORD-0003322,2026-08-23,线下展会或快闪店,core_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003323,2026-07-28,线下展会或快闪店,core_buyer,paid,delivered,99.0,9.9,0.0,89.1,True,20260903
ORD-0003324,2026-06-26,线下展会或快闪店,core_buyer,paid,delivered,48.0,0.0,10.0,58.0,True,20260903
ORD-0003325,2026-08-19,其他,core_buyer,paid,delivered,89.0,0.0,12.0,101.0,True,20260903
ORD-0003326,2026-08-22,淘宝/天猫,potential_buyer,paid,delivered,138.0,1.95,0.0,136.05,True,20260903
ORD-0003327,2026-06-23,官方商城,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003328,2026-07-31,B站会员购,core_buyer,paid,delivered,128.0,6.4,0.0,121.6,True,20260903
ORD-0003329,2026-08-12,线下展会或快闪店,core_buyer,paid,delivered,48.0,0.0,10.0,58.0,True,20260903
ORD-0003330,2026-06-22,二手平台,core_buyer,paid,delivered,18.0,0.9,8.0,25.1,True,20260903
ORD-0003331,2026-06-04,淘宝/天猫,core_buyer,paid,delivered,39.0,0.0,8.0,47.0,True,20260903
ORD-0003332,2026-07-07,官方商城,occasional_buyer,paid,delivered,66.0,0.9,12.0,77.1,True,20260903
ORD-0003333,2026-08-20,淘宝/天猫,potential_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003334,2026-08-08,淘宝/天猫,occasional_buyer,paid,delivered,48.0,2.4,10.0,55.6,True,20260903
ORD-0003335,2026-08-02,官方商城,occasional_buyer,paid,delivered,96.0,0.0,8.0,104.0,True,20260903
ORD-0003336,2026-08-07,B站会员购,core_buyer,paid,delivered,66.0,5.7,0.0,60.3,True,20260903
ORD-0003337,2026-06-18,二手平台,core_buyer,paid,delivered,48.0,4.8,12.0,55.2,True,20260903
ORD-0003338,2026-08-20,淘宝/天猫,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003339,2026-08-29,线下展会或快闪店,potential_buyer,paid,delivered,89.0,8.9,10.0,90.1,True,20260903
ORD-0003340,2026-08-19,淘宝/天猫,occasional_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003341,2026-07-20,淘宝/天猫,occasional_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0003342,2026-08-10,线下展会或快闪店,core_buyer,paid,shipped,128.0,12.8,0.0,115.2,True,20260903
ORD-0003343,2026-06-26,淘宝/天猫,occasional_buyer,paid,delivered,1437.0,5.85,0.0,1431.15,True,20260903
ORD-0003344,2026-07-11,其他,occasional_buyer,paid,delivered,18.0,0.0,12.0,30.0,True,20260903
ORD-0003345,2026-06-10,B站会员购,core_buyer,paid,delivered,48.0,2.4,0.0,45.6,True,20260903
ORD-0003346,2026-06-14,淘宝/天猫,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003347,2026-06-15,其他,occasional_buyer,paid,delivered,48.0,0.0,10.0,58.0,True,20260903
ORD-0003348,2026-06-11,淘宝/天猫,occasional_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0003349,2026-08-01,淘宝/天猫,occasional_buyer,paid,delivered,48.0,4.8,0.0,43.2,True,20260903
ORD-0003350,2026-07-29,线下展会或快闪店,potential_buyer,paid,delivered,188.0,4.45,0.0,183.55,True,20260903
ORD-0003351,2026-08-21,线下展会或快闪店,core_buyer,paid,delivered,99.0,9.9,0.0,89.1,True,20260903
ORD-0003352,2026-06-12,直播间,potential_buyer,paid,delivered,99.0,9.9,8.0,97.1,True,20260903
ORD-0003353,2026-07-23,淘宝/天猫,core_buyer,paid,delivered,356.0,17.8,0.0,338.2,True,20260903
ORD-0003354,2026-07-16,B站会员购,potential_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0003355,2026-06-12,官方商城,occasional_buyer,paid,delivered,699.0,34.95,0.0,664.05,True,20260903
ORD-0003356,2026-07-27,官方商城,occasional_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0003357,2026-07-20,B站会员购,occasional_buyer,paid,delivered,89.0,0.0,0.0,89.0,True,20260903
ORD-0003358,2026-06-23,直播间,core_buyer,cancelled,cancelled,18.0,1.8,8.0,0.0,True,20260903
ORD-0003359,2026-08-08,B站会员购,occasional_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0003360,2026-08-03,其他,occasional_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0003361,2026-08-14,直播间,occasional_buyer,cancelled,cancelled,798.0,44.85,0.0,0.0,True,20260903
ORD-0003362,2026-07-08,B站会员购,core_buyer,paid,delivered,18.0,0.0,8.0,26.0,True,20260903
ORD-0003363,2026-06-05,官方商城,core_buyer,paid,delivered,39.0,1.95,8.0,45.05,True,20260903
ORD-0003364,2026-06-05,B站会员购,core_buyer,paid,delivered,48.0,0.0,12.0,60.0,True,20260903
ORD-0003365,2026-06-17,淘宝/天猫,core_buyer,paid,delivered,275.0,4.95,0.0,270.05,True,20260903
ORD-0003366,2026-07-30,淘宝/天猫,core_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003367,2026-06-17,线下展会或快闪店,potential_buyer,cancelled,cancelled,48.0,0.0,12.0,0.0,True,20260903
ORD-0003368,2026-06-14,线下展会或快闪店,core_buyer,paid,delivered,39.0,0.0,0.0,39.0,True,20260903
ORD-0003369,2026-07-27,B站会员购,occasional_buyer,paid,delivered,717.0,69.9,0.0,647.1,True,20260903
ORD-0003370,2026-08-06,官方商城,potential_buyer,paid,shipped,96.0,9.6,8.0,94.4,True,20260903
ORD-0003371,2026-06-07,官方商城,potential_buyer,paid,delivered,788.0,0.0,0.0,788.0,True,20260903
ORD-0003372,2026-06-05,淘宝/天猫,potential_buyer,paid,delivered,84.0,3.6,8.0,88.4,True,20260903
ORD-0003373,2026-08-11,B站会员购,core_buyer,paid,delivered,227.0,12.8,0.0,214.2,True,20260903
ORD-0003374,2026-07-03,淘宝/天猫,core_buyer,paid,delivered,48.0,0.0,8.0,56.0,True,20260903
ORD-0003375,2026-08-02,淘宝/天猫,occasional_buyer,paid,delivered,39.0,0.0,0.0,39.0,True,20260903
ORD-0003376,2026-07-23,其他,core_buyer,cancelled,cancelled,99.0,0.0,0.0,0.0,True,20260903
ORD-0003377,2026-08-25,官方商城,potential_buyer,paid,delivered,89.0,0.0,12.0,101.0,True,20260903
ORD-0003378,2026-07-04,二手平台,occasional_buyer,paid,delivered,128.0,12.8,0.0,115.2,True,20260903
ORD-0003379,2026-06-23,官方商城,core_buyer,paid,delivered,147.0,4.8,0.0,142.2,True,20260903
ORD-0003380,2026-08-15,线下展会或快闪店,core_buyer,paid,delivered,128.0,19.2,0.0,108.8,True,20260903
ORD-0003381,2026-06-21,二手平台,core_buyer,paid,delivered,176.0,6.4,0.0,169.6,True,20260903
ORD-0003382,2026-07-11,二手平台,occasional_buyer,paid,shipped,89.0,0.0,10.0,99.0,True,20260903
ORD-0003383,2026-07-21,官方商城,core_buyer,paid,delivered,48.0,4.8,8.0,51.2,True,20260903
ORD-0003384,2026-07-31,官方商城,core_buyer,paid,delivered,1398.0,69.9,0.0,1328.1,True,20260903
ORD-0003385,2026-08-19,其他,core_buyer,paid,delivered,786.0,2.4,0.0,783.6,True,20260903
ORD-0003386,2026-06-11,B站会员购,core_buyer,paid,delivered,798.0,69.9,0.0,728.1,True,20260903
ORD-0003387,2026-08-02,淘宝/天猫,core_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003388,2026-06-20,淘宝/天猫,core_buyer,paid,delivered,39.0,0.0,12.0,51.0,True,20260903
ORD-0003389,2026-07-02,淘宝/天猫,occasional_buyer,paid,delivered,164.0,16.4,0.0,147.6,True,20260903
ORD-0003390,2026-08-16,淘宝/天猫,occasional_buyer,paid,delivered,18.0,0.9,0.0,17.1,True,20260903
ORD-0003391,2026-07-19,线下展会或快闪店,core_buyer,paid,delivered,135.0,15.9,0.0,119.1,True,20260903
ORD-0003392,2026-07-22,直播间,core_buyer,paid,delivered,256.0,0.0,0.0,256.0,True,20260903
ORD-0003393,2026-06-03,官方商城,occasional_buyer,paid,delivered,18.0,0.0,8.0,26.0,True,20260903
ORD-0003394,2026-07-24,淘宝/天猫,occasional_buyer,paid,delivered,18.0,1.8,12.0,28.2,True,20260903
ORD-0003395,2026-08-20,B站会员购,core_buyer,paid,delivered,18.0,0.0,8.0,26.0,True,20260903
ORD-0003396,2026-07-28,B站会员购,occasional_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0003397,2026-07-19,B站会员购,core_buyer,paid,delivered,18.0,1.8,0.0,16.2,True,20260903
ORD-0003398,2026-07-13,B站会员购,core_buyer,paid,delivered,99.0,9.9,0.0,89.1,True,20260903
ORD-0003399,2026-06-23,二手平台,occasional_buyer,paid,delivered,176.0,12.8,0.0,163.2,True,20260903
ORD-0003400,2026-08-08,线下展会或快闪店,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003401,2026-08-27,官方商城,occasional_buyer,paid,shipped,96.0,4.8,0.0,91.2,True,20260903
ORD-0003402,2026-08-20,官方商城,core_buyer,paid,delivered,48.0,4.8,8.0,51.2,True,20260903
ORD-0003403,2026-06-23,淘宝/天猫,core_buyer,paid,delivered,717.0,69.9,0.0,647.1,True,20260903
ORD-0003404,2026-07-10,B站会员购,occasional_buyer,paid,delivered,54.0,0.0,8.0,62.0,True,20260903
ORD-0003405,2026-08-27,其他,occasional_buyer,paid,delivered,146.0,12.8,0.0,133.2,True,20260903
ORD-0003406,2026-07-13,线下展会或快闪店,occasional_buyer,paid,delivered,798.0,69.9,0.0,728.1,True,20260903
ORD-0003407,2026-06-09,官方商城,core_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0003408,2026-06-23,官方商城,core_buyer,paid,shipped,18.0,1.8,10.0,26.2,True,20260903
ORD-0003409,2026-08-14,淘宝/天猫,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003410,2026-06-14,淘宝/天猫,core_buyer,paid,delivered,125.0,4.45,0.0,120.55,True,20260903
ORD-0003411,2026-07-19,线下展会或快闪店,core_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0003412,2026-06-07,B站会员购,occasional_buyer,paid,delivered,89.0,4.45,8.0,92.55,True,20260903
ORD-0003413,2026-07-29,官方商城,core_buyer,paid,delivered,18.0,1.8,10.0,26.2,True,20260903
ORD-0003414,2026-06-25,B站会员购,occasional_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0003415,2026-06-20,二手平台,core_buyer,paid,delivered,107.0,0.9,0.0,106.1,True,20260903
ORD-0003416,2026-06-03,淘宝/天猫,core_buyer,paid,shipped,48.0,2.4,8.0,53.6,True,20260903
ORD-0003417,2026-06-15,淘宝/天猫,core_buyer,paid,delivered,138.0,5.85,0.0,132.15,True,20260903
ORD-0003418,2026-08-15,其他,occasional_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003419,2026-07-29,B站会员购,occasional_buyer,paid,delivered,89.0,0.0,0.0,89.0,True,20260903
ORD-0003420,2026-06-26,淘宝/天猫,occasional_buyer,paid,delivered,217.0,12.8,0.0,204.2,True,20260903
ORD-0003421,2026-06-25,淘宝/天猫,core_buyer,paid,delivered,188.0,4.95,0.0,183.05,True,20260903
ORD-0003422,2026-06-10,线下展会或快闪店,occasional_buyer,cancelled,cancelled,178.0,0.0,0.0,0.0,True,20260903
ORD-0003423,2026-06-14,B站会员购,core_buyer,paid,delivered,99.0,4.95,8.0,102.05,True,20260903
ORD-0003424,2026-06-29,官方商城,core_buyer,paid,delivered,128.0,6.4,0.0,121.6,True,20260903
ORD-0003425,2026-06-03,官方商城,occasional_buyer,paid,delivered,39.0,0.0,12.0,51.0,True,20260903
ORD-0003426,2026-08-09,二手平台,occasional_buyer,paid,delivered,39.0,3.9,12.0,47.1,True,20260903
ORD-0003427,2026-07-11,淘宝/天猫,core_buyer,paid,delivered,128.0,6.4,0.0,121.6,True,20260903
ORD-0003428,2026-08-05,官方商城,core_buyer,paid,delivered,18.0,0.9,8.0,25.1,True,20260903
ORD-0003429,2026-08-15,直播间,core_buyer,paid,delivered,798.0,9.9,0.0,788.1,True,20260903
ORD-0003430,2026-08-29,官方商城,potential_buyer,paid,delivered,96.0,9.6,0.0,86.4,True,20260903
ORD-0003431,2026-07-09,B站会员购,potential_buyer,paid,delivered,66.0,0.0,10.0,76.0,True,20260903
ORD-0003432,2026-07-18,线下展会或快闪店,occasional_buyer,paid,delivered,18.0,0.0,12.0,30.0,True,20260903
ORD-0003433,2026-07-27,淘宝/天猫,core_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003434,2026-07-23,官方商城,occasional_buyer,paid,delivered,89.0,4.45,10.0,94.55,True,20260903
ORD-0003435,2026-07-29,淘宝/天猫,potential_buyer,paid,shipped,18.0,1.8,0.0,16.2,True,20260903
ORD-0003436,2026-07-26,B站会员购,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003437,2026-08-04,淘宝/天猫,core_buyer,paid,shipped,48.0,0.0,0.0,48.0,True,20260903
ORD-0003438,2026-06-14,B站会员购,core_buyer,paid,delivered,188.0,18.8,0.0,169.2,True,20260903
ORD-0003439,2026-08-15,B站会员购,occasional_buyer,paid,delivered,128.0,6.4,0.0,121.6,True,20260903
ORD-0003440,2026-08-03,官方商城,core_buyer,paid,delivered,89.0,4.45,12.0,96.55,True,20260903
ORD-0003441,2026-07-29,淘宝/天猫,occasional_buyer,paid,delivered,176.0,0.0,0.0,176.0,True,20260903
ORD-0003442,2026-07-27,二手平台,potential_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003443,2026-07-26,B站会员购,occasional_buyer,paid,delivered,48.0,2.4,8.0,53.6,True,20260903
ORD-0003444,2026-06-20,官方商城,core_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003445,2026-06-23,淘宝/天猫,occasional_buyer,paid,delivered,48.0,0.0,0.0,48.0,True,20260903
ORD-0003446,2026-07-10,直播间,core_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003447,2026-07-02,其他,occasional_buyer,paid,delivered,18.0,0.0,10.0,28.0,True,20260903
ORD-0003448,2026-07-27,直播间,occasional_buyer,paid,delivered,1398.0,69.9,0.0,1328.1,True,20260903
ORD-0003449,2026-08-14,B站会员购,potential_buyer,paid,delivered,36.0,3.6,0.0,32.4,True,20260903
ORD-0003450,2026-07-27,官方商城,core_buyer,paid,delivered,18.0,0.0,10.0,28.0,True,20260903
ORD-0003451,2026-08-07,线下展会或快闪店,potential_buyer,paid,delivered,39.0,1.95,10.0,47.05,True,20260903
ORD-0003452,2026-06-19,淘宝/天猫,core_buyer,paid,delivered,216.0,0.0,0.0,216.0,True,20260903
ORD-0003453,2026-06-10,直播间,occasional_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0003454,2026-06-23,B站会员购,core_buyer,paid,delivered,788.0,8.9,0.0,779.1,True,20260903
ORD-0003455,2026-08-20,直播间,core_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0003456,2026-08-20,B站会员购,potential_buyer,paid,shipped,39.0,1.95,8.0,45.05,True,20260903
ORD-0003457,2026-06-24,B站会员购,occasional_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0003458,2026-06-08,线下展会或快闪店,occasional_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0003459,2026-07-14,官方商城,occasional_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003460,2026-06-24,线下展会或快闪店,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003461,2026-07-26,其他,potential_buyer,paid,delivered,18.0,0.0,12.0,30.0,True,20260903
ORD-0003462,2026-06-02,淘宝/天猫,occasional_buyer,paid,delivered,48.0,0.0,8.0,56.0,True,20260903
ORD-0003463,2026-07-10,线下展会或快闪店,occasional_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003464,2026-06-28,淘宝/天猫,core_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0003465,2026-07-08,淘宝/天猫,core_buyer,paid,delivered,48.0,2.4,8.0,53.6,True,20260903
ORD-0003466,2026-06-12,线下展会或快闪店,occasional_buyer,paid,delivered,18.0,0.0,8.0,26.0,True,20260903
ORD-0003467,2026-08-06,官方商城,occasional_buyer,paid,delivered,1398.0,69.9,0.0,1328.1,True,20260903
ORD-0003468,2026-07-22,线下展会或快闪店,potential_buyer,paid,shipped,699.0,0.0,0.0,699.0,True,20260903
ORD-0003469,2026-07-01,线下展会或快闪店,occasional_buyer,paid,delivered,57.0,0.0,0.0,57.0,True,20260903
ORD-0003470,2026-08-26,线下展会或快闪店,core_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0003471,2026-07-03,线下展会或快闪店,occasional_buyer,paid,delivered,48.0,2.4,10.0,55.6,True,20260903
ORD-0003472,2026-07-29,官方商城,core_buyer,paid,delivered,128.0,12.8,0.0,115.2,True,20260903
ORD-0003473,2026-07-10,淘宝/天猫,occasional_buyer,paid,delivered,198.0,0.0,0.0,198.0,True,20260903
ORD-0003474,2026-07-30,官方商城,occasional_buyer,paid,delivered,107.0,8.9,12.0,110.1,True,20260903
ORD-0003475,2026-08-01,线下展会或快闪店,potential_buyer,paid,delivered,48.0,0.0,8.0,56.0,True,20260903
ORD-0003476,2026-08-17,官方商城,core_buyer,paid,delivered,89.0,0.0,0.0,89.0,True,20260903
ORD-0003477,2026-08-12,官方商城,core_buyer,paid,delivered,48.0,4.8,0.0,43.2,True,20260903
ORD-0003478,2026-07-16,淘宝/天猫,occasional_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003479,2026-08-20,B站会员购,occasional_buyer,paid,delivered,699.0,34.95,0.0,664.05,True,20260903
ORD-0003480,2026-07-06,淘宝/天猫,core_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003481,2026-07-14,二手平台,core_buyer,paid,delivered,1398.0,209.7,0.0,1188.3,True,20260903
ORD-0003482,2026-07-28,官方商城,core_buyer,paid,delivered,48.0,2.4,0.0,45.6,True,20260903
ORD-0003483,2026-08-09,线下展会或快闪店,core_buyer,paid,delivered,48.0,4.8,0.0,43.2,True,20260903
ORD-0003484,2026-07-22,官方商城,potential_buyer,paid,delivered,48.0,0.0,0.0,48.0,True,20260903
ORD-0003485,2026-06-18,淘宝/天猫,potential_buyer,paid,delivered,128.0,6.4,0.0,121.6,True,20260903
ORD-0003486,2026-06-30,淘宝/天猫,core_buyer,paid,delivered,89.0,0.0,8.0,97.0,True,20260903
ORD-0003487,2026-06-16,B站会员购,core_buyer,paid,delivered,128.0,4.45,0.0,123.55,True,20260903
ORD-0003488,2026-08-14,官方商城,core_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003489,2026-08-13,直播间,potential_buyer,paid,delivered,89.0,4.45,0.0,84.55,True,20260903
ORD-0003490,2026-06-10,B站会员购,core_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0003491,2026-06-28,线下展会或快闪店,occasional_buyer,paid,delivered,39.0,3.9,0.0,35.1,True,20260903
ORD-0003492,2026-08-09,线下展会或快闪店,core_buyer,paid,delivered,1398.0,0.0,0.0,1398.0,True,20260903
ORD-0003493,2026-06-29,官方商城,potential_buyer,paid,delivered,48.0,4.8,12.0,55.2,True,20260903
ORD-0003494,2026-07-30,淘宝/天猫,core_buyer,paid,delivered,1487.0,0.0,0.0,1487.0,True,20260903
ORD-0003495,2026-08-24,线下展会或快闪店,occasional_buyer,paid,delivered,147.0,4.95,0.0,142.05,True,20260903
ORD-0003496,2026-07-02,淘宝/天猫,potential_buyer,paid,delivered,99.0,9.9,8.0,97.1,True,20260903
ORD-0003497,2026-07-16,官方商城,potential_buyer,paid,delivered,39.0,0.0,0.0,39.0,True,20260903
ORD-0003498,2026-06-17,其他,potential_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0003499,2026-06-20,官方商城,core_buyer,paid,delivered,48.0,0.0,10.0,58.0,True,20260903
ORD-0003500,2026-07-25,淘宝/天猫,core_buyer,paid,delivered,18.0,1.8,8.0,24.2,True,20260903
ORD-0003501,2026-08-10,二手平台,core_buyer,paid,shipped,78.0,0.0,8.0,86.0,True,20260903
ORD-0003502,2026-08-27,淘宝/天猫,occasional_buyer,paid,delivered,699.0,34.95,0.0,664.05,True,20260903
ORD-0003503,2026-06-06,淘宝/天猫,occasional_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0003504,2026-08-10,B站会员购,occasional_buyer,paid,delivered,198.0,9.9,0.0,188.1,True,20260903
ORD-0003505,2026-07-27,官方商城,core_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003506,2026-07-26,淘宝/天猫,occasional_buyer,paid,delivered,39.0,3.9,0.0,35.1,True,20260903
ORD-0003507,2026-08-04,二手平台,core_buyer,paid,delivered,1398.0,0.0,0.0,1398.0,True,20260903
ORD-0003508,2026-07-13,官方商城,occasional_buyer,paid,delivered,99.0,14.85,8.0,92.15,True,20260903
ORD-0003509,2026-08-27,淘宝/天猫,potential_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003510,2026-06-28,淘宝/天猫,occasional_buyer,paid,delivered,36.0,0.9,8.0,43.1,True,20260903
ORD-0003511,2026-06-15,淘宝/天猫,core_buyer,paid,delivered,48.0,0.0,8.0,56.0,True,20260903
ORD-0003512,2026-07-23,官方商城,occasional_buyer,paid,delivered,57.0,0.9,8.0,64.1,True,20260903
ORD-0003513,2026-08-05,直播间,core_buyer,paid,delivered,18.0,1.8,8.0,24.2,True,20260903
ORD-0003514,2026-07-07,淘宝/天猫,potential_buyer,paid,delivered,18.0,0.0,8.0,26.0,True,20260903
ORD-0003515,2026-08-01,官方商城,core_buyer,paid,delivered,747.0,34.95,0.0,712.05,True,20260903
ORD-0003516,2026-07-31,淘宝/天猫,core_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003517,2026-07-25,线下展会或快闪店,occasional_buyer,paid,delivered,99.0,9.9,8.0,97.1,True,20260903
ORD-0003518,2026-07-06,淘宝/天猫,occasional_buyer,paid,delivered,96.0,0.0,10.0,106.0,True,20260903
ORD-0003519,2026-08-12,官方商城,occasional_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0003520,2026-08-04,B站会员购,potential_buyer,paid,delivered,18.0,0.0,12.0,30.0,True,20260903
ORD-0003521,2026-07-25,直播间,occasional_buyer,paid,delivered,699.0,0.0,0.0,699.0,True,20260903
ORD-0003522,2026-06-16,官方商城,occasional_buyer,paid,delivered,89.0,0.0,0.0,89.0,True,20260903
ORD-0003523,2026-07-30,官方商城,core_buyer,paid,delivered,89.0,0.0,10.0,99.0,True,20260903
ORD-0003524,2026-08-14,官方商城,occasional_buyer,cancelled,cancelled,699.0,34.95,0.0,0.0,True,20260903
ORD-0003525,2026-06-13,官方商城,potential_buyer,paid,shipped,699.0,104.85,0.0,594.15,True,20260903
ORD-0003526,2026-06-21,淘宝/天猫,potential_buyer,paid,delivered,48.0,0.0,8.0,56.0,True,20260903
ORD-0003527,2026-06-25,官方商城,occasional_buyer,cancelled,cancelled,48.0,0.0,8.0,0.0,True,20260903
ORD-0003528,2026-06-10,淘宝/天猫,core_buyer,cancelled,cancelled,89.0,0.0,0.0,0.0,True,20260903
ORD-0003529,2026-06-16,B站会员购,potential_buyer,paid,delivered,66.0,6.6,0.0,59.4,True,20260903
ORD-0003530,2026-08-23,线下展会或快闪店,core_buyer,paid,delivered,39.0,3.9,0.0,35.1,True,20260903
ORD-0003531,2026-08-02,官方商城,occasional_buyer,paid,delivered,128.0,6.4,0.0,121.6,True,20260903
ORD-0003532,2026-07-05,淘宝/天猫,core_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0003533,2026-08-11,线下展会或快闪店,occasional_buyer,paid,delivered,1398.0,0.0,0.0,1398.0,True,20260903
ORD-0003534,2026-06-17,淘宝/天猫,core_buyer,paid,delivered,89.0,8.9,10.0,90.1,True,20260903
ORD-0003535,2026-06-13,直播间,occasional_buyer,paid,delivered,18.0,0.0,0.0,18.0,True,20260903
ORD-0003536,2026-07-27,B站会员购,occasional_buyer,paid,delivered,89.0,0.0,10.0,99.0,True,20260903
ORD-0003537,2026-06-30,淘宝/天猫,potential_buyer,paid,delivered,78.0,0.0,10.0,88.0,True,20260903
ORD-0003538,2026-08-01,官方商城,potential_buyer,paid,delivered,1398.0,0.0,0.0,1398.0,True,20260903
ORD-0003539,2026-07-27,二手平台,core_buyer,paid,delivered,89.0,4.45,0.0,84.55,True,20260903
ORD-0003540,2026-06-19,其他,occasional_buyer,paid,delivered,699.0,69.9,0.0,629.1,True,20260903
ORD-0003541,2026-08-20,官方商城,potential_buyer,paid,delivered,147.0,4.8,0.0,142.2,True,20260903
ORD-0003542,2026-06-29,B站会员购,potential_buyer,paid,delivered,18.0,0.0,8.0,26.0,True,20260903
ORD-0003543,2026-07-06,B站会员购,core_buyer,paid,delivered,128.0,0.0,0.0,128.0,True,20260903
ORD-0003544,2026-08-12,二手平台,potential_buyer,paid,delivered,18.0,0.9,8.0,25.1,True,20260903
ORD-0003545,2026-06-25,官方商城,core_buyer,paid,delivered,66.0,0.0,8.0,74.0,True,20260903
ORD-0003546,2026-06-19,官方商城,occasional_buyer,paid,delivered,18.0,0.0,10.0,28.0,True,20260903
ORD-0003547,2026-08-08,B站会员购,core_buyer,paid,delivered,144.0,14.4,0.0,129.6,True,20260903
ORD-0003548,2026-07-07,官方商城,occasional_buyer,paid,delivered,146.0,12.8,0.0,133.2,True,20260903
ORD-0003549,2026-06-13,淘宝/天猫,potential_buyer,paid,delivered,18.0,2.7,8.0,23.3,True,20260903
ORD-0003550,2026-08-06,淘宝/天猫,occasional_buyer,paid,delivered,48.0,2.4,10.0,55.6,True,20260903
ORD-0003551,2026-08-25,官方商城,potential_buyer,paid,delivered,216.0,11.7,0.0,204.3,True,20260903
ORD-0003552,2026-08-29,淘宝/天猫,core_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
ORD-0003553,2026-07-25,淘宝/天猫,core_buyer,paid,delivered,89.0,0.0,0.0,89.0,True,20260903
ORD-0003554,2026-08-11,淘宝/天猫,occasional_buyer,paid,delivered,99.0,0.0,0.0,99.0,True,20260903
