candidate_id,candidate_rank,operator_category_rank,operator,base_operator,category,pilot_score,cross_platform_heat,commercial_heat_score,confidence_score,weighted_preference_score,mention_share,operator_rank,survey_role_score,respondent_count,buyer_share,purchase_intent_mean,high_intent_share,median_acceptable_price,median_preorder_days,category_intent_score,targeted_respondent_count,targeted_purchase_intent_mean,targeted_high_intent_share,targeted_acceptable_price_median,evidence_status,decision_note,data_type,is_simulated
CAND-175,175,3,塑心,塑心,手办模玩,29.944072681704256,40.89999999999999,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-176,176,3,佩佩,佩佩,手办模玩,29.903239348370924,40.78333333333333,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-177,177,7,余,余,通行证,29.8947619047619,46.73333333333333,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-178,178,2,娜斯提,娜斯提,亚克力制品,29.887651515151518,38.68333333333333,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-179,179,4,怒潮凛冬,凛冬,日用生活,29.864019607843133,40.900000000000006,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-180,180,4,塑心,塑心,日用生活,29.864019607843133,40.89999999999999,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-181,181,4,佩佩,佩佩,日用生活,29.8231862745098,40.78333333333333,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-182,182,1,谬因,谬因,毛绒玩偶,29.779509803921563,37.633333333333326,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-183,183,7,酒神,酒神,通行证,29.690595238095234,46.15,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-184,184,2,谬因,谬因,亚克力制品,29.52015151515151,37.633333333333326,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-185,185,5,怒潮凛冬,凛冬,装饰摆件,29.21511614401858,40.900000000000006,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-186,186,5,塑心,塑心,装饰摆件,29.21511614401858,40.89999999999999,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-187,187,5,佩佩,佩佩,装饰摆件,29.17428281068525,40.78333333333333,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-188,188,3,娜斯提,娜斯提,手办模玩,29.168239348370925,38.68333333333333,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-189,189,4,娜斯提,娜斯提,日用生活,29.088186274509802,38.68333333333333,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-190,190,3,谬因,谬因,手办模玩,28.800739348370925,37.633333333333326,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-191,191,4,谬因,谬因,日用生活,28.720686274509795,37.633333333333326,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-192,192,6,怒潮凛冬,凛冬,吧唧（徽章）,28.562023809523808,40.900000000000006,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-193,193,6,塑心,塑心,吧唧（徽章）,28.562023809523808,40.89999999999999,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-194,194,6,佩佩,佩佩,吧唧（徽章）,28.521190476190476,40.78333333333333,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-195,195,5,娜斯提,娜斯提,装饰摆件,28.43928281068525,38.68333333333333,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-196,196,5,谬因,谬因,装饰摆件,28.071782810685242,37.633333333333326,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-197,197,1,缇缇,缇缇,毛绒玩偶,28.064509803921567,32.733333333333334,0.0,56.66666666666666,,,,0.0,34,0.5588235294117647,3.588235294117647,0.5588235294117647,200.0,45.0,54.705882352941174,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-198,198,7,怒潮凛冬,凛冬,通行证,27.853095238095236,40.900000000000006,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-199,199,7,塑心,塑心,通行证,27.853095238095236,40.89999999999999,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-200,200,7,佩佩,佩佩,通行证,27.812261904761904,40.78333333333333,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-201,201,2,缇缇,缇缇,亚克力制品,27.805151515151515,32.733333333333334,0.0,56.66666666666666,,,,0.0,44,0.4318181818181818,3.227272727272727,0.4090909090909091,100.0,45.0,53.40909090909092,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-202,202,6,娜斯提,娜斯提,吧唧（徽章）,27.786190476190477,38.68333333333333,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-203,203,6,谬因,谬因,吧唧（徽章）,27.41869047619047,37.633333333333326,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-204,204,3,缇缇,缇缇,手办模玩,27.08573934837093,32.733333333333334,0.0,56.66666666666666,,,,0.0,38,0.5263157894736842,3.236842105263158,0.3947368421052631,1000.0,45.0,49.81203007518798,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-205,205,7,娜斯提,娜斯提,通行证,27.077261904761905,38.68333333333333,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-206,206,4,缇缇,缇缇,日用生活,27.0056862745098,32.733333333333334,0.0,56.66666666666666,,,,0.0,34,0.5294117647058824,3.5294117647058822,0.4705882352941176,200.0,45.0,49.41176470588234,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-207,207,7,谬因,谬因,通行证,26.709761904761898,37.633333333333326,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-208,208,5,缇缇,缇缇,装饰摆件,26.356782810685246,32.733333333333334,0.0,56.66666666666666,,,,0.0,41,0.4390243902439024,3.1707317073170733,0.3170731707317073,150.0,45.0,46.16724738675958,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-209,209,6,缇缇,缇缇,吧唧（徽章）,25.703690476190474,32.733333333333334,0.0,56.66666666666666,,,,0.0,32,0.40625,3.5625,0.5,50.0,45.0,42.901785714285715,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
CAND-210,210,7,缇缇,缇缇,通行证,24.9947619047619,32.733333333333334,0.0,56.66666666666666,,,,0.0,20,0.3,3.4,0.55,70.0,75.0,39.357142857142854,0,,,,needs_targeted_research,需先补充角色×品类专项样本,decision_support_from_real_aggregate,False
