sku_id,operator,category,price,unit_cost,initial_stock,reorder_point,purchase_lead_time_days,sold_units,gross_sales,discount_amount,net_sales,cogs,return_units,refund_amount,average_inventory,ending_inventory,inbound_units,stockout_units,net_sales_after_refund,gross_profit,gross_margin_rate,return_rate,sell_through_rate,inventory_turnover,days_of_inventory,stockout_rate,inventory_status,recommended_action,is_simulated,simulation_seed
怒潮凛冬-亚克力制品,怒潮凛冬,亚克力制品,48.0,16.8,24,16,18,38,1824.0,48.0,1776.0,638.4,2.0,96.0,17.5,35,48,0,1680.0,1041.6,0.62,0.05263157894736842,0.5277777777777778,2.1714285714285713,82.89473684210526,0.0,healthy,维持现有补货节奏,True,20260903
怒潮凛冬-通行证,怒潮凛冬,通行证,39.0,12.48,21,13,14,46,1794.0,46.8,1747.2,574.08,1.0,39.0,17.055555555555557,25,48,2,1708.2,1134.12,0.6639269406392693,0.021739130434782608,0.6666666666666666,2.6970684039087947,48.913043478260875,0.041666666666666664,stockout_risk,提高安全库存并缩短补货周期,True,20260903
怒潮凛冬-吧唧（徽章）,怒潮凛冬,吧唧（徽章）,18.0,5.4,21,13,12,35,630.0,20.700000000000003,609.3000000000001,189.0,1.0,18.0,16.944444444444443,34,48,0,591.3000000000001,402.30000000000007,0.680365296803653,0.02857142857142857,0.5072463768115942,2.0655737704918034,87.42857142857143,0.0,healthy,维持现有补货节奏,True,20260903
怒潮凛冬-毛绒玩偶,怒潮凛冬,毛绒玩偶,128.0,61.44,32,24,40,34,4352.0,160.0,4192.0,2088.96,2.0,256.0,25.322222222222223,24,24,0,3936.0,1847.04,0.4692682926829268,0.058823529411764705,0.6071428571428571,1.3426941641070644,63.529411764705884,0.0,healthy,维持现有补货节奏,True,20260903
怒潮凛冬-手办模玩,怒潮凛冬,手办模玩,699.0,433.38,52,44,90,36,25164.0,768.9000000000001,24395.1,15601.68,2.0,699.0,33.87777777777778,18,0,0,23696.1,8094.419999999998,0.34159292035398225,0.05555555555555555,0.6923076923076923,1.0626434896687438,45.0,0.0,replenish_now,立即补货,True,20260903
怒潮凛冬-装饰摆件,怒潮凛冬,装饰摆件,89.0,37.38,27,19,25,34,3026.0,164.65,2861.35,1270.92,3.0,89.0,21.655555555555555,20,24,0,2772.35,1501.4299999999998,0.5415730337078651,0.08823529411764706,0.6666666666666666,1.5700359158542843,52.94117647058824,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
怒潮凛冬-日用生活,怒潮凛冬,日用生活,99.0,45.54,28,20,30,40,3960.0,158.4,3801.6,1821.6,6.0,297.0,21.944444444444443,19,24,0,3504.6,1683.0,0.480225988700565,0.15,0.7692307692307693,1.8227848101265824,42.75,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
塑心-亚克力制品,塑心,亚克力制品,48.0,16.8,24,16,18,47,2256.0,69.6,2186.4,789.6,1.0,0.0,18.166666666666668,27,48,0,2186.4,1396.8000000000002,0.6388583973655324,0.02127659574468085,0.6527777777777778,2.587155963302752,51.702127659574465,0.0,healthy,维持现有补货节奏,True,20260903
塑心-通行证,塑心,通行证,39.0,12.48,21,13,14,28,1092.0,54.6,1037.4,349.44,1.0,0.0,22.155555555555555,19,24,0,1037.4,687.96,0.6631578947368421,0.03571428571428571,0.6222222222222222,1.2637913741223672,61.07142857142857,0.0,healthy,维持现有补货节奏,True,20260903
塑心-吧唧（徽章）,塑心,吧唧（徽章）,18.0,5.4,21,13,12,34,612.0,26.1,585.9,183.6,1.0,18.0,19.533333333333335,11,24,0,567.9,384.29999999999995,0.6767036450079239,0.029411764705882353,0.7555555555555555,1.7406143344709895,29.11764705882353,0.0,healthy,维持现有补货节奏,True,20260903
塑心-毛绒玩偶,塑心,毛绒玩偶,128.0,61.44,32,24,40,41,5248.0,192.0,5056.0,2519.04,2.0,256.0,20.42222222222222,18,25,0,4800.0,2280.96,0.4752,0.04878048780487805,0.7192982456140351,2.007616974972797,39.51219512195122,0.0,replenish_now,立即补货,True,20260903
塑心-手办模玩,塑心,手办模玩,699.0,433.38,52,44,90,29,20271.0,699.0,19572.0,12568.02,2.0,699.0,37.08888888888889,24,0,0,18873.0,6304.98,0.334074074074074,0.06896551724137931,0.5576923076923077,0.7819053325344518,74.48275862068965,0.0,replenish_now,立即补货,True,20260903
塑心-装饰摆件,塑心,装饰摆件,89.0,37.38,27,19,25,45,4005.0,151.3,3853.7,1682.1000000000001,0.0,0.0,18.844444444444445,7,24,0,3853.7,2171.5999999999995,0.5635103926096997,0.0,0.8823529411764706,2.3879716981132075,14.0,0.0,replenish_now,立即补货,True,20260903
塑心-日用生活,塑心,日用生活,99.0,45.54,28,20,30,34,3366.0,178.2,3187.7999999999997,1548.36,2.0,198.0,21.677777777777777,20,24,0,2989.7999999999997,1441.4399999999998,0.4821192052980132,0.058823529411764705,0.6538461538461539,1.5684264479753973,52.94117647058824,0.0,healthy,维持现有补货节奏,True,20260903
佩佩-亚克力制品,佩佩,亚克力制品,48.0,16.8,24,16,18,44,2112.0,86.4,2025.6000000000001,739.2,0.0,0.0,19.533333333333335,28,48,0,2025.6000000000001,1286.4,0.6350710900473934,0.0,0.6111111111111112,2.252559726962457,57.27272727272727,0.0,healthy,维持现有补货节奏,True,20260903
佩佩-通行证,佩佩,通行证,39.0,12.48,21,13,14,29,1131.0,33.15,1097.85,361.92,3.0,78.0,20.322222222222223,21,24,0,1019.8499999999999,657.9299999999998,0.6451242829827915,0.10344827586206896,0.6444444444444445,1.4270092946965554,65.17241379310344,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
佩佩-吧唧（徽章）,佩佩,吧唧（徽章）,18.0,5.4,21,13,12,30,540.0,23.400000000000002,516.6,162.0,1.0,18.0,20.622222222222224,15,24,0,498.6,336.6,0.6750902527075813,0.03333333333333333,0.6666666666666666,1.4547413793103448,45.0,0.0,healthy,维持现有补货节奏,True,20260903
佩佩-毛绒玩偶,佩佩,毛绒玩偶,128.0,61.44,32,24,40,28,3584.0,108.8,3475.2,1720.32,0.0,0.0,26.333333333333332,28,24,0,3475.2,1754.8799999999999,0.5049723756906077,0.0,0.5,1.0632911392405064,90.0,0.0,healthy,维持现有补货节奏,True,20260903
佩佩-手办模玩,佩佩,手办模玩,699.0,433.38,52,44,90,45,31455.0,1363.0500000000002,30091.95,19502.1,5.0,2796.0,31.366666666666667,11,0,0,27295.95,7793.850000000002,0.2855313700384124,0.1111111111111111,0.8653846153846154,1.434643995749203,22.0,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
佩佩-装饰摆件,佩佩,装饰摆件,89.0,37.38,27,19,25,40,3560.0,169.1,3390.9,1495.2,3.0,178.0,20.2,15,24,0,3212.9,1717.7,0.5346260387811634,0.075,0.7843137254901961,1.9801980198019802,33.75,0.0,healthy,维持现有补货节奏,True,20260903
佩佩-日用生活,佩佩,日用生活,99.0,45.54,28,20,30,37,3663.0,108.9,3554.1,1684.98,0.0,0.0,20.91111111111111,15,24,0,3554.1,1869.12,0.5259052924791087,0.0,0.7115384615384616,1.769394261424017,36.48648648648649,0.0,replenish_now,立即补货,True,20260903
娜斯提-亚克力制品,娜斯提,亚克力制品,48.0,16.8,24,16,18,36,1728.0,93.6,1634.4,604.8000000000001,2.0,48.0,20.355555555555554,14,24,0,1586.4,981.6,0.6187594553706505,0.05555555555555555,0.75,1.768558951965066,35.0,0.0,healthy,维持现有补货节奏,True,20260903
娜斯提-通行证,娜斯提,通行证,39.0,12.48,21,13,14,26,1014.0,29.25,984.75,324.48,0.0,0.0,18.2,20,24,0,984.75,660.27,0.6704950495049504,0.0,0.5777777777777777,1.4285714285714286,69.23076923076924,0.0,healthy,维持现有补货节奏,True,20260903
娜斯提-吧唧（徽章）,娜斯提,吧唧（徽章）,18.0,5.4,21,13,12,45,810.0,28.8,781.2,243.0,6.0,72.0,20.133333333333333,27,48,0,709.2,466.20000000000005,0.6573604060913706,0.13333333333333333,0.6521739130434783,2.2350993377483444,54.0,0.0,high_return,暂停扩量并复盘质量与详情页,True,20260903
娜斯提-毛绒玩偶,娜斯提,毛绒玩偶,128.0,61.44,31,23,40,17,2176.0,70.4,2105.6,1044.48,0.0,0.0,25.92222222222222,37,22,0,2105.6,1061.12,0.503951367781155,0.0,0.32075471698113206,0.6558079725675097,195.88235294117646,0.0,slow_moving,减少采购并测试促销清货,True,20260903
娜斯提-手办模玩,娜斯提,手办模玩,699.0,433.38,52,44,90,38,26562.0,1153.3500000000001,25408.65,16468.44,2.0,1398.0,31.11111111111111,16,0,0,24010.65,7542.210000000003,0.3141193595342068,0.05263157894736842,0.7307692307692307,1.2214285714285713,37.89473684210526,0.0,replenish_now,立即补货,True,20260903
娜斯提-装饰摆件,娜斯提,装饰摆件,89.0,37.38,26,18,25,42,3738.0,84.55000000000001,3653.45,1569.96,3.0,178.0,17.644444444444446,36,48,0,3475.45,1905.4899999999998,0.5482714468629961,0.07142857142857142,0.5675675675675675,2.3803526448362717,77.14285714285714,0.0,healthy,维持现有补货节奏,True,20260903
娜斯提-日用生活,娜斯提,日用生活,99.0,45.54,28,20,30,29,2871.0,118.8,2752.2,1320.66,2.0,99.0,22.233333333333334,26,24,0,2653.2,1332.5399999999997,0.5022388059701491,0.06896551724137931,0.5576923076923077,1.3043478260869565,80.6896551724138,0.0,healthy,维持现有补货节奏,True,20260903
谬因-亚克力制品,谬因,亚克力制品,48.0,16.8,24,16,18,34,1632.0,62.4,1569.6,571.2,0.0,0.0,20.42222222222222,15,22,0,1569.6,998.3999999999999,0.636085626911315,0.0,0.7391304347826086,1.6648531011969534,39.705882352941174,0.0,healthy,维持现有补货节奏,True,20260903
谬因-通行证,谬因,通行证,39.0,12.48,21,13,14,21,819.0,19.5,799.5,262.08,0.0,0.0,24.5,24,24,0,799.5,537.4200000000001,0.6721951219512196,0.0,0.4666666666666667,0.8571428571428571,102.85714285714286,0.0,healthy,维持现有补货节奏,True,20260903
谬因-吧唧（徽章）,谬因,吧唧（徽章）,18.0,5.4,21,13,12,36,648.0,24.3,623.7,194.4,0.0,0.0,18.58888888888889,33,48,0,623.7,429.30000000000007,0.6883116883116883,0.0,0.5217391304347826,1.9366407650926478,82.5,0.0,healthy,维持现有补货节奏,True,20260903
谬因-毛绒玩偶,谬因,毛绒玩偶,128.0,61.44,31,23,40,42,5376.0,211.20000000000002,5164.8,2580.48,2.0,256.0,20.377777777777776,19,27,0,4908.8,2328.32,0.4743155149934811,0.047619047619047616,0.7241379310344828,2.0610687022900764,40.714285714285715,0.0,replenish_now,立即补货,True,20260903
谬因-手办模玩,谬因,手办模玩,699.0,433.38,51,43,90,32,22368.0,1013.5500000000001,21354.45,13868.16,2.0,1398.0,32.766666666666666,22,0,0,19956.45,6088.290000000001,0.30507880910683016,0.0625,0.6274509803921569,0.9766022380467956,61.875,0.0,replenish_now,立即补货,True,20260903
谬因-装饰摆件,谬因,装饰摆件,89.0,37.38,26,18,25,35,3115.0,129.05,2985.95,1308.3000000000002,1.0,0.0,21.044444444444444,16,24,0,2985.95,1677.6499999999996,0.5618479880774961,0.02857142857142857,0.7,1.6631467793030625,41.14285714285714,0.0,healthy,维持现有补货节奏,True,20260903
谬因-日用生活,谬因,日用生活,99.0,45.54,28,20,30,34,3366.0,153.45,3212.5499999999997,1548.36,1.0,0.0,24.166666666666668,19,24,0,3212.5499999999997,1664.1899999999998,0.5180277349768875,0.029411764705882353,0.6538461538461539,1.4068965517241379,50.294117647058826,0.0,healthy,维持现有补货节奏,True,20260903
缇缇-亚克力制品,缇缇,亚克力制品,48.0,16.8,23,15,18,38,1824.0,52.8,1771.2,638.4,1.0,48.0,18.822222222222223,10,24,0,1723.2,1084.8000000000002,0.6295264623955432,0.02631578947368421,0.8085106382978723,2.018890200708382,23.68421052631579,0.0,replenish_now,立即补货,True,20260903
缇缇-通行证,缇缇,通行证,39.0,12.48,21,13,14,21,819.0,37.05,781.95,262.08,1.0,39.0,24.522222222222222,25,24,0,742.95,480.87000000000006,0.647244094488189,0.047619047619047616,0.4666666666666667,0.856366107838695,107.14285714285714,0.0,healthy,维持现有补货节奏,True,20260903
缇缇-吧唧（徽章）,缇缇,吧唧（徽章）,18.0,5.4,20,12,12,18,324.0,10.8,313.2,97.2,0.0,0.0,23.444444444444443,26,24,0,313.2,216.0,0.6896551724137931,0.0,0.4090909090909091,0.7677725118483413,130.0,0.0,healthy,维持现有补货节奏,True,20260903
缇缇-毛绒玩偶,缇缇,毛绒玩偶,128.0,61.44,30,22,40,45,5760.0,236.8,5523.2,2764.7999999999997,4.0,384.0,18.0,13,24,2,5139.2,2374.4,0.46201743462017436,0.08888888888888889,0.8333333333333334,2.4999999999999996,26.0,0.0425531914893617,stockout_risk,提高安全库存并缩短补货周期,True,20260903
缇缇-手办模玩,缇缇,手办模玩,699.0,433.38,49,41,90,34,23766.0,1013.5500000000001,22752.45,14734.92,2.0,1398.0,33.144444444444446,15,0,0,21354.45,6619.530000000001,0.3099836333878887,0.058823529411764705,0.6938775510204082,1.0258129399932954,39.705882352941174,0.0,replenish_now,立即补货,True,20260903
缇缇-装饰摆件,缇缇,装饰摆件,89.0,37.38,26,18,25,30,2670.0,120.15,2549.85,1121.4,1.0,89.0,22.1,21,24,0,2460.85,1339.4499999999998,0.5443037974683543,0.03333333333333333,0.6,1.3574660633484164,63.0,0.0,healthy,维持现有补货节奏,True,20260903
缇缇-日用生活,缇缇,日用生活,99.0,45.54,27,19,30,39,3861.0,143.55,3717.45,1776.06,1.0,99.0,17.92222222222222,13,24,0,3618.45,1842.3899999999999,0.5091655266757866,0.02564102564102564,0.7647058823529411,2.1760694358338504,30.0,0.0,replenish_now,立即补货,True,20260903
