operator,scenario,score,rank,in_top_k
维娜·维多利亚,perturb_093,62.7558887711,19.0,False
缄默德克萨斯,perturb_093,35.2030230116,45.0,False
缇缇,perturb_093,32.8299198609,47.0,False
缪尔赛思,perturb_093,40.8365404882,40.0,False
能天使,perturb_093,70.0674893954,11.0,False
艾雅法拉,perturb_093,27.2774785231,53.0,False
荒芜拉普兰德,perturb_093,61.6871615778,20.0,False
诗怀雅,perturb_093,29.7095413386,50.0,False
谬因,perturb_093,31.4607750048,49.0,False
贝洛内,perturb_093,41.8840948753,38.0,False
赤刃明霄陈,perturb_093,71.6296441162,8.0,True
逻各斯,perturb_093,65.2767375531,16.0,False
酒神,perturb_093,56.3157260151,29.0,False
重岳,perturb_093,56.3019498563,30.0,False
铃兰,perturb_093,31.4668958728,48.0,False
银灰,perturb_093,47.3098605397,34.0,False
锏,perturb_093,32.8413686616,46.0,False
阿米娅,perturb_093,76.0801028302,5.0,True
陈,perturb_093,17.9274105482,58.0,False
霍尔海雅,perturb_093,18.8466072908,57.0,False
黍,perturb_093,40.4299391777,42.0,False
Mon3tr,perturb_094,58.9499396862,26.0,False
W,perturb_094,60.390625,24.0,False
予愿安洁莉娜,perturb_094,75.6485899969,6.0,True
令,perturb_094,64.1732091733,18.0,False
伊芙利特,perturb_094,21.3663188223,56.0,False
余,perturb_094,27.4778359318,53.0,False
佩佩,perturb_094,38.711396895,43.0,False
凛御银灰,perturb_094,76.7557677859,4.0,True
凯尔希,perturb_094,62.253457393,21.0,False
凯尔希·思衡托,perturb_094,82.1607951054,3.0,True
史尔特尔,perturb_094,71.3657099961,12.0,False
司霆惊蛰,perturb_094,43.4485434448,38.0,False
塑心,perturb_094,40.2376736932,41.0,False
塞雷娅,perturb_094,74.8432319089,7.0,True
夕,perturb_094,25.3229808501,55.0,False
夜莺,perturb_094,13.5350931254,60.0,False
娜斯提,perturb_094,36.2050425914,44.0,False
年,perturb_094,17.0063483333,59.0,False
幽灵鲨,perturb_094,52.0112501962,33.0,False
归溟幽灵鲨,perturb_094,54.2549699451,31.0,False
德克萨斯,perturb_094,64.2550956634,17.0,False
怒潮凛冬,perturb_094,27.7533219948,52.0,False
拉普兰德,perturb_094,43.8615240121,37.0,False
斩业星熊,perturb_094,59.3624516715,25.0,False
斯卡蒂,perturb_094,46.0119352951,35.0,False
新约能天使,perturb_094,94.7255356688,1.0,True
望,perturb_094,66.470078261,14.0,False
棘刺,perturb_094,62.7008759096,20.0,False
死芒,perturb_094,57.3134076673,28.0,False
泥岩,perturb_094,58.867917838,27.0,False
浊心斯卡蒂,perturb_094,72.7236992241,8.0,True
温蒂,perturb_094,46.3357569083,34.0,False
焰狐龙梓兰,perturb_094,71.3683595632,11.0,False
煌,perturb_094,31.3086650993,48.0,False
玛恩纳,perturb_094,68.582441349,13.0,False
真言,perturb_094,53.6314837109,32.0,False
纯烬艾雅法拉,perturb_094,61.9727021551,23.0,False
结城理,perturb_094,64.4155537884,16.0,False
维什戴尔,perturb_094,92.8788682995,2.0,True
维娜·维多利亚,perturb_094,63.316675065,19.0,False
缄默德克萨斯,perturb_094,35.621581838,45.0,False
缇缇,perturb_094,32.1956061189,47.0,False
缪尔赛思,perturb_094,41.20536648,40.0,False
能天使,perturb_094,71.6435504645,10.0,True
艾雅法拉,perturb_094,26.1459224454,54.0,False
荒芜拉普兰德,perturb_094,62.0063056183,22.0,False
诗怀雅,perturb_094,28.1691819725,51.0,False
谬因,perturb_094,30.9526751633,49.0,False
贝洛内,perturb_094,41.6213633691,39.0,False
赤刃明霄陈,perturb_094,71.8311503311,9.0,True
逻各斯,perturb_094,64.8178015577,15.0,False
酒神,perturb_094,55.6530446414,30.0,False
重岳,perturb_094,56.3778910187,29.0,False
铃兰,perturb_094,30.4777707992,50.0,False
银灰,perturb_094,45.6927613027,36.0,False
锏,perturb_094,32.5970938524,46.0,False
阿米娅,perturb_094,76.2484645448,5.0,True
陈,perturb_094,19.1550981586,57.0,False
霍尔海雅,perturb_094,17.9551169794,58.0,False
黍,perturb_094,39.3719966472,42.0,False
Mon3tr,perturb_095,58.9710692156,25.0,False
W,perturb_095,60.390625,22.0,False
予愿安洁莉娜,perturb_095,74.7633126271,7.0,True
令,perturb_095,59.261177087,24.0,False
伊芙利特,perturb_095,23.4005193728,55.0,False
余,perturb_095,26.9210922423,54.0,False
佩佩,perturb_095,39.6840207446,43.0,False
凛御银灰,perturb_095,77.0338900692,4.0,True
凯尔希,perturb_095,65.8280439195,16.0,False
凯尔希·思衡托,perturb_095,82.0628228308,3.0,True
史尔特尔,perturb_095,66.7974188988,15.0,False
司霆惊蛰,perturb_095,44.1427122625,35.0,False
塑心,perturb_095,41.0158615057,39.0,False
塞雷娅,perturb_095,75.5436108357,6.0,True
夕,perturb_095,22.1802822266,56.0,False
夜莺,perturb_095,15.5210100578,60.0,False
娜斯提,perturb_095,37.380864855,44.0,False
年,perturb_095,15.8241990902,59.0,False
幽灵鲨,perturb_095,45.7776539168,34.0,False
归溟幽灵鲨,perturb_095,53.2494594526,32.0,False
德克萨斯,perturb_095,57.5851348541,28.0,False
怒潮凛冬,perturb_095,28.3365746477,51.0,False
拉普兰德,perturb_095,40.2909877669,42.0,False
斩业星熊,perturb_095,60.2873815702,23.0,False
斯卡蒂,perturb_095,43.268935496,37.0,False
新约能天使,perturb_095,94.5570619504,1.0,True
望,perturb_095,67.0909037647,14.0,False
棘刺,perturb_095,67.21033134,13.0,False
死芒,perturb_095,58.0873252076,27.0,False
泥岩,perturb_095,58.5476258467,26.0,False
浊心斯卡蒂,perturb_095,70.4562877329,10.0,True
温蒂,perturb_095,43.8780887767,36.0,False
焰狐龙梓兰,perturb_095,71.5108868351,8.0,True
煌,perturb_095,27.4150656176,53.0,False
玛恩纳,perturb_095,69.3403769065,12.0,False
真言,perturb_095,54.2794559459,31.0,False
纯烬艾雅法拉,perturb_095,60.5939033099,21.0,False
结城理,perturb_095,65.104259985,18.0,False
维什戴尔,perturb_095,92.2655704233,2.0,True
维娜·维多利亚,perturb_095,62.118392278,19.0,False
缄默德克萨斯,perturb_095,34.7272093427,45.0,False
缇缇,perturb_095,33.5510016534,46.0,False
缪尔赛思,perturb_095,40.5897352974,40.0,False
能天使,perturb_095,69.4085412246,11.0,False
艾雅法拉,perturb_095,27.7505799925,52.0,False
荒芜拉普兰德,perturb_095,62.0401428933,20.0,False
诗怀雅,perturb_095,30.3535626946,50.0,False
谬因,perturb_095,32.0383780429,48.0,False
贝洛内,perturb_095,42.1827655375,38.0,False
赤刃明霄陈,perturb_095,71.4005737792,9.0,True
逻各斯,perturb_095,65.4686178302,17.0,False
酒神,perturb_095,57.0690558599,29.0,False
重岳,perturb_095,56.2156206695,30.0,False
铃兰,perturb_095,31.880447207,49.0,False
银灰,perturb_095,47.9859666914,33.0,False
锏,perturb_095,32.9434995002,47.0,False
阿米娅,perturb_095,76.0097111137,5.0,True
陈,perturb_095,17.4141166657,58.0,False
霍尔海雅,perturb_095,19.2193377145,57.0,False
黍,perturb_095,40.46156063,41.0,False
Mon3tr,perturb_096,58.9908230305,26.0,False
W,perturb_096,60.390625,24.0,False
予愿安洁莉娜,perturb_096,73.9356744459,7.0,True
令,perturb_096,61.8841336444,20.0,False
伊芙利特,perturb_096,22.3142846783,56.0,False
余,perturb_096,26.4005973665,54.0,False
佩佩,perturb_096,40.5933183968,41.0,False
凛御银灰,perturb_096,77.2939041943,4.0,True
凯尔希,perturb_096,63.919264619,18.0,False
凯尔希·思衡托,perturb_096,81.5707613732,3.0,True
史尔特尔,perturb_096,69.2368225669,12.0,False
司霆惊蛰,perturb_096,44.7916847059,36.0,False
塑心,perturb_096,41.7433825832,40.0,False
塞雷娅,perturb_096,75.1696182667,6.0,True
夕,perturb_096,23.8584394164,55.0,False
夜莺,perturb_096,14.4605581412,60.0,False
娜斯提,perturb_096,38.4801309527,43.0,False
年,perturb_096,16.4554502821,59.0,False
幽灵鲨,perturb_096,49.106307303,33.0,False
归溟幽灵鲨,perturb_096,52.3094163615,32.0,False
德克萨斯,perturb_096,61.1468008071,22.0,False
怒潮凛冬,perturb_096,28.8818525248,52.0,False
拉普兰德,perturb_096,42.1976042737,39.0,False
斩业星熊,perturb_096,61.1520905589,21.0,False
斯卡蒂,perturb_096,44.7336590938,37.0,False
新约能天使,perturb_096,94.4692273584,1.0,True
望,perturb_096,67.6713081761,14.0,False
棘刺,perturb_096,64.8023450965,17.0,False
死芒,perturb_096,58.8108540442,27.0,False
泥岩,perturb_096,58.7186572985,28.0,False
浊心斯卡蒂,perturb_096,71.667053814,8.0,True
温蒂,perturb_096,45.1904492475,35.0,False
焰狐龙梓兰,perturb_096,71.6441343528,9.0,True
煌,perturb_096,29.4941933824,50.0,False
玛恩纳,perturb_096,68.9356499003,13.0,False
真言,perturb_096,54.8852396025,31.0,False
纯烬艾雅法拉,perturb_096,59.3048761557,25.0,False
结城理,perturb_096,65.748125471,15.0,False
维什戴尔,perturb_096,92.593062927,2.0,True
维娜·维多利亚,perturb_096,60.9981280306,23.0,False
缄默德克萨斯,perturb_096,33.891068207,46.0,False
缇缇,perturb_096,34.8181492541,45.0,False
缪尔赛思,perturb_096,40.5516566527,42.0,False
能天使,perturb_096,70.6020049558,11.0,False
艾雅法拉,perturb_096,26.8937152649,53.0,False
荒芜拉普兰德,perturb_096,61.9207506772,19.0,False
诗怀雅,perturb_096,29.187133885,51.0,False
谬因,perturb_096,33.0533923055,47.0,False
贝洛内,perturb_096,42.7076155851,38.0,False
赤刃明霄陈,perturb_096,70.9980314726,10.0,True
逻各斯,perturb_096,65.1210910267,16.0,False
酒神,perturb_096,58.3928725411,29.0,False
重岳,perturb_096,56.0639155189,30.0,False
铃兰,perturb_096,31.1314375879,49.0,False
银灰,perturb_096,46.7614270292,34.0,False
锏,perturb_096,32.7585237204,48.0,False
阿米娅,perturb_096,76.1372021127,5.0,True
陈,perturb_096,18.3437764771,58.0,False
霍尔海雅,perturb_096,18.5442614917,57.0,False
黍,perturb_096,38.3973013005,44.0,False
Mon3tr,perturb_097,58.9614589263,24.0,False
W,perturb_097,60.390625,22.0,False
予愿安洁莉娜,perturb_097,75.1659610489,7.0,True
令,perturb_097,57.1791908088,27.0,False
伊芙利特,perturb_097,24.2627241709,55.0,False
余,perturb_097,27.174314538,53.0,False
佩佩,perturb_097,39.2416447488,42.0,False
凛御银灰,perturb_097,76.9073924287,4.0,True
凯尔希,perturb_097,67.3431480492,14.0,False
凯尔希·思衡托,perturb_097,82.8541196133,3.0,True
史尔特尔,perturb_097,64.8611287418,17.0,False
司霆惊蛰,perturb_097,43.8269852503,34.0,False
塑心,perturb_097,40.6619203509,40.0,False
塞雷娅,perturb_097,75.8404695062,6.0,True
夕,perturb_097,20.8482356732,56.0,False
夜莺,perturb_097,16.3627496333,59.0,False
娜斯提,perturb_097,36.8460686488,44.0,False
年,perturb_097,15.3231399644,60.0,False
幽灵鲨,perturb_097,43.1355168767,35.0,False
归溟幽灵鲨,perturb_097,53.7067931954,32.0,False
德克萨斯,perturb_097,54.7580427999,30.0,False
怒潮凛冬,perturb_097,28.0712953485,52.0,False
拉普兰德,perturb_097,38.7776003668,43.0,False
斩业星熊,perturb_097,59.866698091,23.0,False
斯卡蒂,perturb_097,42.1063030371,37.0,False
新约能天使,perturb_097,94.5089494421,1.0,True
望,perturb_097,66.8085353028,15.0,False
棘刺,perturb_097,69.1216837422,12.0,False
死芒,perturb_097,57.7353262897,26.0,False
泥岩,perturb_097,58.4118686857,25.0,False
浊心斯卡蒂,perturb_097,69.4952354579,11.0,False
温蒂,perturb_097,42.8363953926,36.0,False
焰狐龙梓兰,perturb_097,71.4460615238,9.0,True
煌,perturb_097,25.7647464521,54.0,False
玛恩纳,perturb_097,69.6616312067,10.0,True
真言,perturb_097,53.9847404062,31.0,False
纯烬艾雅法拉,perturb_097,61.2210188309,21.0,False
结城理,perturb_097,64.7910175227,18.0,False
维什戴尔,perturb_097,92.0056214368,2.0,True
维娜·维多利亚,perturb_097,62.663404146,19.0,False
缄默德克萨斯,perturb_097,35.1339944769,45.0,False
缇缇,perturb_097,32.9345305998,47.0,False
缪尔赛思,perturb_097,40.5762079583,41.0,False
能天使,perturb_097,68.4612227855,13.0,False
艾雅法拉,perturb_097,28.4307211104,51.0,False
荒芜拉普兰德,perturb_097,62.3043921475,20.0,False
诗怀雅,perturb_097,31.2794220151,50.0,False
谬因,perturb_097,31.5445706036,49.0,False
贝洛内,perturb_097,41.9274244379,38.0,False
赤刃明霄陈,perturb_097,71.5964118013,8.0,True
逻各斯,perturb_097,65.7444691531,16.0,False
酒神,perturb_097,56.4250151312,28.0,False
重岳,perturb_097,56.2894256737,29.0,False
铃兰,perturb_097,32.4749777358,48.0,False
银灰,perturb_097,48.9579518227,33.0,False
锏,perturb_097,33.0903250487,46.0,False
阿米娅,perturb_097,75.9085144279,5.0,True
陈,perturb_097,16.6761940473,58.0,False
霍尔海雅,perturb_097,19.755183201,57.0,False
黍,perturb_097,41.7810159118,39.0,False
Mon3tr,perturb_098,58.959190401,26.0,False
W,perturb_098,60.390625,24.0,False
予愿安洁莉娜,perturb_098,75.2610069018,6.0,True
令,perturb_098,62.9330131583,19.0,False
伊芙利特,perturb_098,21.8799163258,56.0,False
余,perturb_098,27.2340880967,53.0,False
佩佩,perturb_098,39.1372211336,43.0,False
凛御银灰,perturb_098,76.877532443,4.0,True
凯尔希,perturb_098,63.1559734775,18.0,False
凯尔希·思衡托,perturb_098,81.0726998267,3.0,True
史尔特尔,perturb_098,70.2123021366,12.0,False
司霆惊蛰,perturb_098,43.7524573457,37.0,False
塑心,perturb_098,40.5783719322,41.0,False
塞雷娅,perturb_098,75.0200644578,7.0,True
夕,perturb_098,24.5295083644,55.0,False
夜莺,perturb_098,14.0364999204,60.0,False
娜斯提,perturb_098,36.719829084,44.0,False
年,perturb_098,16.7078778114,59.0,False
幽灵鲨,perturb_098,50.4373839981,33.0,False
归溟幽灵鲨,perturb_098,53.8147476124,32.0,False
德克萨斯,perturb_098,62.5710556021,21.0,False
怒潮凛冬,perturb_098,28.0086757134,52.0,False
拉普兰德,perturb_098,42.9600305477,38.0,False
斩业星熊,perturb_098,59.7673950317,25.0,False
斯卡蒂,perturb_098,45.3193792694,36.0,False
新约能天使,perturb_098,94.8258852912,1.0,True
望,perturb_098,66.7418817414,14.0,False
棘刺,perturb_098,63.8394288662,17.0,False
死芒,perturb_098,57.6522363394,28.0,False
泥岩,perturb_098,58.7870501148,27.0,False
浊心斯卡蒂,perturb_098,72.1512203302,8.0,True
温蒂,perturb_098,45.7152417794,35.0,False
焰狐龙梓兰,perturb_098,71.4307593975,10.0,True
煌,perturb_098,30.3256042242,50.0,False
玛恩纳,perturb_098,68.7738058681,13.0,False
真言,perturb_098,53.9151722959,31.0,False
纯烬艾雅法拉,perturb_098,61.3690505289,23.0,False
结城理,perturb_098,64.7170761004,16.0,False
维什戴尔,perturb_098,92.7240220834,2.0,True
维娜·维多利亚,perturb_098,62.7920551355,20.0,False
缄默德克萨斯,perturb_098,35.230016808,45.0,False
缇缇,perturb_098,32.7890115467,46.0,False
缪尔赛思,perturb_098,41.0056795198,40.0,False
能天使,perturb_098,71.0792525316,11.0,False
艾雅法拉,perturb_098,26.5510683932,54.0,False
荒芜拉普兰德,perturb_098,61.6298963793,22.0,False
诗怀雅,perturb_098,28.7206971538,51.0,False
谬因,perturb_098,31.4280065078,48.0,False
贝洛内,perturb_098,41.8671507319,39.0,False
赤刃明霄陈,perturb_098,71.6426397034,9.0,True
逻各斯,perturb_098,64.9821204656,15.0,False
酒神,perturb_098,56.2729882087,30.0,False
重岳,perturb_098,56.3068474719,29.0,False
铃兰,perturb_098,30.8319202959,49.0,False
银灰,perturb_098,46.2717526722,34.0,False
锏,perturb_098,32.6845547843,47.0,False
阿米娅,perturb_098,76.1881837794,5.0,True
陈,perturb_098,18.7155329701,57.0,False
霍尔海雅,perturb_098,18.2743090144,58.0,False
黍,perturb_098,39.4854221263,42.0,False
Mon3tr,perturb_099,59.0084716315,27.0,False
W,perturb_099,60.390625,22.0,False
予愿安洁莉娜,perturb_099,73.1962397552,7.0,True
令,perturb_099,60.8940596181,21.0,False
伊芙利特,perturb_099,22.7243001451,56.0,False
余,perturb_099,25.9355729438,54.0,False
佩佩,perturb_099,41.4057099025,41.0,False
凛御银灰,perturb_099,77.5262079576,4.0,True
凯尔希,perturb_099,64.6397618008,18.0,False
凯尔希·思衡托,perturb_099,81.3072864026,3.0,True
史尔特尔,perturb_099,68.316033313,13.0,False
司霆惊蛰,perturb_099,45.3714945176,35.0,False
塑心,perturb_099,42.3933699026,39.0,False
塞雷娅,perturb_099,75.3107873332,6.0,True
夕,perturb_099,23.2249939859,55.0,False
夜莺,perturb_099,14.8608415145,60.0,False
娜斯提,perturb_099,39.4622454871,43.0,False
年,perturb_099,16.2171751161,59.0,False
幽灵鲨,perturb_099,47.849857496,33.0,False
归溟幽灵鲨,perturb_099,51.4695560359,32.0,False
德克萨斯,perturb_099,59.8023969357,24.0,False
怒潮凛冬,perturb_099,29.3690187618,51.0,False
拉普兰德,perturb_099,41.4779234707,40.0,False
斩业星熊,perturb_099,61.9246453275,19.0,False
斯卡蒂,perturb_099,44.1807773521,37.0,False
新约能天使,perturb_099,94.3623380217,1.0,True
望,perturb_099,68.1898574241,14.0,False
棘刺,perturb_099,65.7112753754,16.0,False
死芒,perturb_099,59.457274586,26.0,False
泥岩,perturb_099,58.6540989292,28.0,False
浊心斯卡蒂,perturb_099,71.2100321201,9.0,True
温蒂,perturb_099,44.6950792378,36.0,False
焰狐龙梓兰,perturb_099,71.7631813462,8.0,True
煌,perturb_099,28.7093956352,52.0,False
玛恩纳,perturb_099,69.0884201379,12.0,False
真言,perturb_099,55.4264633653,31.0,False
纯烬艾雅法拉,perturb_099,58.1532238798,29.0,False
结城理,perturb_099,66.3233725866,15.0,False
维什戴尔,perturb_099,92.4694460029,2.0,True
维娜·维多利亚,perturb_099,59.9972531724,23.0,False
缄默德克萨斯,perturb_099,33.1440367432,47.0,False
缇缇,perturb_099,35.9502537357,45.0,False
缪尔赛思,perturb_099,40.2594479622,42.0,False
能天使,perturb_099,70.1515142917,11.0,False
艾雅法拉,perturb_099,27.2171516209,53.0,False
荒芜拉普兰德,perturb_099,61.8796610416,20.0,False
诗怀雅,perturb_099,29.6274198153,50.0,False
谬因,perturb_099,33.9602339355,46.0,False
贝洛内,perturb_099,43.1765310379,38.0,False
赤刃明霄陈,perturb_099,70.638389116,10.0,True
逻各斯,perturb_099,65.2522701958,17.0,False
酒神,perturb_099,59.5756067362,25.0,False
重岳,perturb_099,55.9283779693,30.0,False
铃兰,perturb_099,31.4141624265,49.0,False
银灰,perturb_099,47.2236477664,34.0,False
锏,perturb_099,32.8283455841,48.0,False
阿米娅,perturb_099,76.0890787359,5.0,True
陈,perturb_099,17.9928625323,58.0,False
霍尔海雅,perturb_099,18.7990790685,57.0,False
黍,perturb_099,37.9640100311,44.0,False
Mon3tr,perturb_100,58.9449419578,26.0,False
W,perturb_100,60.390625,24.0,False
予愿安洁莉娜,perturb_100,75.8579830104,6.0,True
令,perturb_100,62.4614559887,21.0,False
伊芙利特,perturb_100,22.0752004439,56.0,False
余,perturb_100,27.6095214835,53.0,False
佩佩,perturb_100,38.4813439806,43.0,False
凛御银灰,perturb_100,76.6899840383,4.0,True
凯尔希,perturb_100,63.4991353045,19.0,False
凯尔希·思衡托,perturb_100,83.4821018222,3.0,True
史尔特尔,perturb_100,69.7737442482,12.0,False
司霆惊蛰,perturb_100,43.2843529824,37.0,False
塑心,perturb_100,40.0536103738,42.0,False
塞雷娅,perturb_100,75.0873011327,7.0,True
夕,perturb_100,24.2278079598,55.0,False
夜莺,perturb_100,14.2271487907,60.0,False
娜斯提,perturb_100,35.9269275332,44.0,False
年,perturb_100,16.5943909812,59.0,False
幽灵鲨,perturb_100,49.8389561038,33.0,False
归溟幽灵鲨,perturb_100,54.492801476,31.0,False
德克萨斯,perturb_100,61.9307365273,23.0,False
怒潮凛冬,perturb_100,27.6153663271,52.0,False
拉普兰德,perturb_100,42.6172575494,38.0,False
斩业星熊,perturb_100,59.1436797189,25.0,False
斯卡蒂,perturb_100,45.0560501219,36.0,False
新约能天使,perturb_100,94.5541662913,1.0,True
望,perturb_100,66.3232355566,14.0,False
棘刺,perturb_100,64.2723385056,16.0,False
死芒,perturb_100,57.1303543876,28.0,False
泥岩,perturb_100,58.7563019474,27.0,False
浊心斯卡蒂,perturb_100,71.9335478626,8.0,True
温蒂,perturb_100,45.4793045934,35.0,False
焰狐龙梓兰,perturb_100,71.3346478521,10.0,True
煌,perturb_100,29.9518170178,50.0,False
玛恩纳,perturb_100,68.846568004,13.0,False
真言,perturb_100,53.4782200405,32.0,False
纯烬艾雅法拉,perturb_100,62.2988268875,22.0,False
结城理,perturb_100,64.2526553896,17.0,False
维什戴尔,perturb_100,92.6651452264,2.0,True
维娜·维多利亚,perturb_100,63.6001026691,18.0,False
缄默德克萨斯,perturb_100,35.8331261047,45.0,False
缇缇,perturb_100,31.8750169282,47.0,False
缪尔赛思,perturb_100,41.1430803192,40.0,False
能天使,perturb_100,70.8646906939,11.0,False
艾雅法拉,perturb_100,26.7051162003,54.0,False
荒芜拉普兰德,perturb_100,62.4822820401,20.0,False
诗怀雅,perturb_100,28.9303986323,51.0,False
谬因,perturb_100,30.6958758758,49.0,False
贝洛内,perturb_100,41.488575956,39.0,False
赤刃明霄陈,perturb_100,71.932993804,9.0,True
逻各斯,perturb_100,65.0445991045,15.0,False
酒神,perturb_100,55.3181181354,30.0,False
重岳,perturb_100,56.4162725232,29.0,False
铃兰,perturb_100,30.9665778277,48.0,False
银灰,perturb_100,46.4919013649,34.0,False
锏,perturb_100,32.7178098739,46.0,False
阿米娅,perturb_100,76.1652633485,5.0,True
陈,perturb_100,18.5483980063,57.0,False
霍尔海雅,perturb_100,18.3956747427,58.0,False
黍,perturb_100,40.4184214548,41.0,False
Mon3tr,perturb_101,58.9718386726,24.0,False
W,perturb_101,60.390625,22.0,False
予愿安洁莉娜,perturb_101,74.7310741995,7.0,True
令,perturb_101,58.8354742478,25.0,False
伊芙利特,perturb_101,23.5768140171,55.0,False
余,perturb_101,26.9008177591,54.0,False
佩佩,perturb_101,39.719439998,43.0,False
凛御银灰,perturb_101,77.0440182227,4.0,True
凯尔希,perturb_101,66.1378366095,16.0,False
凯尔希·思衡托,perturb_101,80.656156247,3.0,True
史尔特尔,perturb_101,66.4015064829,15.0,False
司霆惊蛰,perturb_101,44.167991245,35.0,False
塑心,perturb_101,41.0442001398,39.0,False
塞雷娅,perturb_101,75.6043094004,6.0,True
夕,perturb_101,21.9079192405,56.0,False
夜莺,perturb_101,15.6931201869,60.0,False
娜斯提,perturb_101,37.4236838202,44.0,False
年,perturb_101,15.7217477462,59.0,False
幽灵鲨,perturb_101,45.2374172922,34.0,False
归溟幽灵鲨,perturb_101,53.212842593,32.0,False
德克萨斯,perturb_101,57.0070805573,29.0,False
怒潮凛冬,perturb_101,28.3578144862,51.0,False
拉普兰德,perturb_101,39.9815460959,42.0,False
斩业星熊,perturb_101,60.3210639918,23.0,False
斯卡蒂,perturb_101,43.031212537,37.0,False
新约能天使,perturb_101,94.7894001364,1.0,True
望,perturb_101,67.1135118633,14.0,False
棘刺,perturb_101,67.6011447439,13.0,False
死芒,perturb_101,58.1155083346,27.0,False
泥岩,perturb_101,58.5198676384,26.0,False
浊心斯卡蒂,perturb_101,70.2597817874,10.0,True
温蒂,perturb_101,43.6650941783,36.0,False
焰狐龙梓兰,perturb_101,71.5160771351,8.0,True
煌,perturb_101,27.0776255674,53.0,False
玛恩纳,perturb_101,69.4060636351,11.0,False
真言,perturb_101,54.303052625,31.0,False
纯烬艾雅法拉,perturb_101,60.5436927112,21.0,False
结城理,perturb_101,65.1293400397,18.0,False
维什戴尔,perturb_101,92.2124187658,2.0,True
维娜·维多利亚,perturb_101,62.0747553861,19.0,False
缄默德克萨斯,perturb_101,34.6946397053,45.0,False
缇缇,perturb_101,33.6003599927,46.0,False
缪尔赛思,perturb_101,40.5492033348,41.0,False
能天使,perturb_101,69.2148434307,12.0,False
艾雅法拉,perturb_101,27.8896481545,52.0,False
荒芜拉普兰德,perturb_101,61.5143784436,20.0,False
诗怀雅,perturb_101,30.5428727518,50.0,False
谬因,perturb_101,32.0779152037,48.0,False
贝洛内,perturb_101,42.2032096647,38.0,False
赤刃明霄陈,perturb_101,71.3848938223,9.0,True
逻各斯,perturb_101,65.5250210316,17.0,False
酒神,perturb_101,57.1206215914,28.0,False
重岳,perturb_101,56.2097114019,30.0,False
铃兰,perturb_101,32.0020106086,49.0,False
银灰,perturb_101,48.1847080733,33.0,False
锏,perturb_101,32.973520857,47.0,False
阿米娅,perturb_101,75.9890194709,5.0,True
陈,perturb_101,17.2632339452,58.0,False
霍尔海雅,perturb_101,19.3289018107,57.0,False
黍,perturb_101,40.5941860784,40.0,False
Mon3tr,perturb_102,58.9735310198,25.0,False
W,perturb_102,60.390625,23.0,False
予愿安洁莉娜,perturb_102,74.6601688495,7.0,True
令,perturb_102,59.1481691725,24.0,False
伊芙利特,perturb_102,23.4473188964,55.0,False
余,perturb_102,26.856225965,54.0,False
佩佩,perturb_102,39.7973412716,43.0,False
凛御银灰,perturb_102,77.0662941314,4.0,True
凯尔希,perturb_102,65.9102820975,16.0,False
凯尔希·思衡托,perturb_102,81.9612267547,3.0,True
史尔特尔,perturb_102,66.6923192087,15.0,False
司霆惊蛰,perturb_102,44.2235899587,35.0,False
塑心,perturb_102,41.1065282656,39.0,False
塞雷娅,perturb_102,75.5597239963,6.0,True
夕,perturb_102,22.1079802116,56.0,False
夜莺,perturb_102,15.5666987518,60.0,False
娜斯提,perturb_102,37.5178600547,44.0,False
年,perturb_102,15.7970021545,59.0,False
幽灵鲨,perturb_102,45.634241638,34.0,False
归溟幽灵鲨,perturb_102,53.1323072987,32.0,False
德克萨斯,perturb_102,57.4316834215,28.0,False
怒潮凛冬,perturb_102,28.4045294876,51.0,False
拉普兰德,perturb_102,40.2088427712,42.0,False
斩业星熊,perturb_102,60.395145269,22.0,False
斯卡蒂,perturb_102,43.2058290909,37.0,False
新约能天使,perturb_102,94.5527680216,1.0,True
望,perturb_102,67.1632362222,14.0,False
棘刺,perturb_102,67.3140774362,13.0,False
死芒,perturb_102,58.1774944375,27.0,False
泥岩,perturb_102,58.540257098,26.0,False
浊心斯卡蒂,perturb_102,70.4041228774,10.0,True
温蒂,perturb_102,43.8215468109,36.0,False
焰狐龙梓兰,perturb_102,71.5274927054,8.0,True
煌,perturb_102,27.325488117,53.0,False
玛恩纳,perturb_102,69.3578142349,11.0,False
真言,perturb_102,54.3549512725,31.0,False
纯烬艾雅法拉,perturb_102,60.4332592831,21.0,False
结城理,perturb_102,65.1845012305,18.0,False
维什戴尔,perturb_102,92.2514606796,2.0,True
维娜·维多利亚,perturb_102,61.9787801999,20.0,False
缄默德克萨斯,perturb_102,34.6230058908,45.0,False
缇缇,perturb_102,33.7089189575,46.0,False
缪尔赛思,perturb_102,40.5496903999,40.0,False
能天使,perturb_102,69.3571218266,12.0,False
艾雅法拉,perturb_102,27.7874973008,52.0,False
荒芜拉普兰德,perturb_102,62.0102107512,19.0,False
诗怀雅,perturb_102,30.4038173154,50.0,False
谬因,perturb_102,32.1648734219,48.0,False
贝洛内,perturb_102,42.2481745747,38.0,False
赤刃明霄陈,perturb_102,71.350407251,9.0,True
逻各斯,perturb_102,65.4835907352,17.0,False
酒神,perturb_102,57.234035505,29.0,False
重岳,perturb_102,56.1967145307,30.0,False
铃兰,perturb_102,31.9127176671,49.0,False
银灰,perturb_102,48.0387249702,33.0,False
