bvid,title,description,owner_mid,owner_name,published_at,view,like,coin,favorite,share,reply,danmaku,source_url,source_type,metric_precision,collected_at,content_type,is_simulated
BV1xu4y1d79V,《明日方舟》EP - Before Summer,"6月8日 Before Summer 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/953984

【专辑介绍】
清晨的广播在耳边响起，
下午的冰棍融化在指尖。
在我们奔向未来以前，
亲爱的朋友，那将是平凡的一天。
A day like any other.
Before our Summer.

【歌曲列表】
Before Summer",161775300,明日方舟,2023-06-08T09:00:00+00:00,1949712,176974,75807,64052,16935,6616,6433,https://www.bilibili.com/video/BV1xu4y1d79V,official_public_aggregate,exact_api,2026-09-11T22:18:37+00:00,music_ep,False
BV16c41137iE,《明日方舟》EP - Stained,"6月8日 Stained 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/306818

【专辑介绍】
光翼庇佑所有合规的律法，
铳口生出一株枯萎的残花。

【歌曲列表】
Stained",161775300,明日方舟,2023-06-08T02:59:27+00:00,4146164,99327,28634,29551,8074,5215,4312,https://www.bilibili.com/video/BV16c41137iE,official_public_aggregate,exact_api,2026-09-11T22:18:36+00:00,music_ep,False
BV1eN41117Pb,《明日方舟》SideStory「空想花庭」活动宣传PV,"'--重铸未来 方舟启航--

《明日方舟》SideStory「空想花庭」活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

SideStory「空想花庭」限时活动即将开启

钟被敲响，铳声长鸣，
世间可还有一片净土？
一座理想的乐园？

———————————— 
详细活动内容敬请关注《明日方舟》官网及游戏内相关公告。",161775300,明日方舟,2023-06-02T02:53:53+00:00,3159802,152930,48041,22256,34351,18649,16199,https://www.bilibili.com/video/BV1eN41117Pb,official_public_aggregate,exact_api,2026-09-11T22:18:11+00:00,event_pv,False
BV16h411w7im,《明日方舟》玩法介绍 - 尖灭测试作战,"'--重铸未来 方舟启航--
《明日方舟》玩法介绍 - 尖灭测试作战

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

斗志、毅力、调遣、应变、筹划、洞察
您的记录刻于金铁之上，为圣所永久铭记。",161775300,明日方舟,2023-05-20T03:10:00+00:00,1461317,109572,15812,7577,20136,24276,3305,https://www.bilibili.com/video/BV16h411w7im,official_public_aggregate,exact_api,2026-09-02T18:57:45.405200+08:00,,
BV1WL411a7hp,《明日方舟》EP -The cure,"5月3日 The cure 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/953986

【专辑介绍】
在你们的宏图伟业中，
是否会有那些嚎哭的容身之地？

【歌曲列表】
The cure",161775300,明日方舟,2023-05-03T02:52:48+00:00,988783,84463,26846,23199,3452,6620,1185,https://www.bilibili.com/video/BV1WL411a7hp,official_public_aggregate,exact_api,2026-09-11T22:18:27+00:00,music_ep,False
BV1f14y1Z726,《明日方舟》EP -Dormant Craving,"5月2日 Dormant Craving 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/125075 

【专辑介绍】
尾尖扫过废墟，
露水沾湿耳羽，
历史埋没在我的骨血中。

【歌曲列表】
Dormant Craving",161775300,明日方舟,2023-05-02T03:00:00+00:00,2089466,108090,40606,48480,9544,5721,1854,https://www.bilibili.com/video/BV1f14y1Z726,official_public_aggregate,exact_api,2026-09-11T22:18:44+00:00,music_ep,False
BV14X4y1U7iR,《明日方舟》EP -Morning Dew,"5月1日 Morning Dew 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/232276

【专辑介绍】
This room was built for one chair only
I’m not empty I’m just lonely
Oh no
I whisper as you fade

【歌曲列表】
Morning Dew",161775300,明日方舟,2023-05-01T03:09:25+00:00,2843426,158848,80630,64335,14185,12246,11540,https://www.bilibili.com/video/BV14X4y1U7iR,official_public_aggregate,exact_api,2026-09-11T22:18:47+00:00,music_ep,False
BV1Zs4y1c7td,《明日方舟》限定干员「缪尔赛思」前瞻PV,"今日的它孤身一木。

明天这里一定能成为新的林地。",161775300,明日方舟,2023-04-28T02:49:33+00:00,1444507,121316,39339,20252,14184,4942,11342,https://www.bilibili.com/video/BV1Zs4y1c7td,official_public_aggregate,exact_api,2026-09-02T18:54:49.233040+08:00,,
BV1Ds4y1A7pK,《明日方舟》四周年特别直播节目（附字幕）,"再次感谢大家的支持，之后我们将在官方自媒体账号陆续更新《明日方舟》四周年庆典相关具体内容。
更多活动详情详见官网、游戏内及官方自媒体账号公告。",161775300,明日方舟,2023-04-27T05:15:00+00:00,701678,58835,14707,8672,2061,1849,5628,https://www.bilibili.com/video/BV1Ds4y1A7pK,official_public_aggregate,exact_api,2026-09-11T22:18:15+00:00,other_official,False
BV1fV4y1o7PW,《明日方舟》四周年庆典声优祝福,"'-特别感谢-

（以下排名不分先后）

筱筝 许潇文 陈彦亦
云鹤追 于丰硕 闲踏梧桐
鬼头明里 佐藤元
石川由依 速水奖 寺岛拓笃
小林裕介 小西克幸 

来自各位老师们为本次《明日方舟》四周年送上的祝福。
非常感谢老师们的祝福与认可！",161775300,明日方舟,2023-04-27T04:54:26+00:00,369547,45352,6633,4974,943,1040,2321,https://www.bilibili.com/video/BV1fV4y1o7PW,official_public_aggregate,exact_api,2026-09-11T22:18:06+00:00,other_official,False
BV1sT411H7CW,《明日方舟》四周年庆典印象曲 - Blues with you,《明日方舟》四周年庆典印象曲 - Blues with you,161775300,明日方舟,2023-04-27T03:00:00+00:00,1017708,81498,27560,25603,6724,2511,962,https://www.bilibili.com/video/BV1sT411H7CW,official_public_aggregate,exact_api,2026-09-11T22:17:50+00:00,other_official,False
BV1Ac411J7Ki,《明日方舟》特别映像 [拉特兰：圣灵],"有歌谣唱：
“众圣徒行走至此，见无数辉光。”
“秩序闪烁，律法显现。”
“众圣徒说：应在此建筑一座城。”

于是萨科塔的乐园在地上建立，名为——拉特兰。",161775300,明日方舟,2023-04-24T03:00:00+00:00,1149873,90892,17302,14717,6825,3849,1231,https://www.bilibili.com/video/BV1Ac411J7Ki,official_public_aggregate,exact_api,2026-09-02T18:57:42.230695+08:00,,
BV13k4y1J7Lo,《明日方舟》特别映像 [萨米：接触],"本文件由哥伦比亚梅兰德探索协会自然勘察委员会整理，面向有志于进行萨米、乌萨斯以北冰原勘察活动的个人或团体。
想要获取完整的培训资料，请与自然勘察委员会的工作人员联系。
友情提示：本文件中的部分内容可能会引起一般民众不必要的恐慌。请勿将其泄露给大众媒体。",161775300,明日方舟,2023-04-23T03:00:00+00:00,1245590,95033,18771,13593,7998,4652,1779,https://www.bilibili.com/video/BV13k4y1J7Lo,official_public_aggregate,exact_api,2026-09-11T22:17:45+00:00,animation_brand,False
BV1m24y1c7ny,《明日方舟》x《命运2》 前瞻预告,很荣幸携手Bungie工作室，为博士们带来《明日方舟》x 《命运2》联动故事集以及联动时装。,161775300,明日方舟,2023-04-22T13:20:53+00:00,3073482,143030,18077,11566,43957,17256,12405,https://www.bilibili.com/video/BV1m24y1c7ny,official_public_aggregate,exact_api,2026-09-11T22:17:57+00:00,other_official,False
BV13o4y1b7Tg,《小刻de画图写话》制作中预告,不可以吃的东西不可以吃！,161775300,明日方舟,2023-04-22T13:10:53+00:00,625524,71913,9485,89,2224,1049,205,https://www.bilibili.com/video/BV13o4y1b7Tg,official_public_aggregate,exact_api,2026-09-11T22:17:45+00:00,other_official,False
BV1Tk4y1J71z,主线动画《明日方舟：冬隐归路》先导PV,"冰雪欲来，前路依旧。
主线动画《明日方舟：冬隐归路》 锐意制作中",161775300,明日方舟,2023-04-22T13:05:53+00:00,813044,83468,16901,9316,4817,2316,558,https://www.bilibili.com/video/BV1Tk4y1J71z,official_public_aggregate,exact_api,2026-09-02T18:57:42.230695+08:00,,
BV1DM411V72x,《明日方舟》四周年庆典活动宣传pv,"'--重铸未来 方舟启航--
《明日方舟》四周年庆典活动宣传pv

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

乌云在特里蒙上空聚集，雷声滚滚，快下雨了。

———————————— 
《明日方舟》四周年庆典即将开启，详细活动内容敬请关注《明日方舟》官网及游戏内相关公告。",161775300,明日方舟,2023-04-22T12:10:53+00:00,4868713,178050,92518,43551,42908,24319,25329,https://www.bilibili.com/video/BV1DM411V72x,official_public_aggregate,exact_api,2026-09-11T22:18:02+00:00,event_pv,False
BV12m4y12726,《明日方舟》SideStory「孤星」活动先导PV,从来没有人质疑日升月落，也没有人质疑万物生长。,161775300,明日方舟,2023-04-22T12:05:53+00:00,2370707,130672,55429,32701,22424,4998,5541,https://www.bilibili.com/video/BV12m4y12726,official_public_aggregate,exact_api,2026-09-11T22:18:25+00:00,event_pv,False
BV1yT411H79u,《明日方舟》EP -Endospore,"4月16日 Endospore 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/048713

【专辑介绍】
祝祷未来，敬祈新生。

【歌曲列表】
Endospore",161775300,明日方舟,2023-04-16T03:00:00+00:00,1715220,123522,44781,40512,11911,5037,1587,https://www.bilibili.com/video/BV1yT411H79u,official_public_aggregate,exact_api,2026-09-02T18:57:42.230695+08:00,,
BV1ph411u7Pa,2023明日方舟嘉年华「幕后制作记录」,"2023明日方舟嘉年华 幕后制作记录公开

来自泰拉大陆的诸多幻想都将通过嘉年华照进触手可及的现实，更多精彩与感动，等待博士们亲自探寻。
2022-2023，久等了。

*本纪录片中出现的相关展区画面为施工中的未完成状态，不代表最终效果，请以现场实际效果为准。",161775300,明日方舟,2023-04-13T04:05:00+00:00,1247768,117286,42478,17690,21101,4660,3916,https://www.bilibili.com/video/BV1ph411u7Pa,official_public_aggregate,exact_api,2026-09-02T18:55:01.755188+08:00,,
BV1Rh411u7mf,《明日方舟》EP - Squad Unknown,"4月6日 Squad Unknown 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/779408

【专辑介绍】
你要如何形容一场战争，用那些残酷、狂热、盲目的词汇？
它不应被修饰，不应被赋予美称，不应属于任何人。
如同萨卡兹不坐拥战争，也不被某个名字所称谓。

【歌曲列表】
Squad Unknown",161775300,明日方舟,2023-04-06T03:53:52+00:00,1207377,89982,27704,25328,4700,3729,2939,https://www.bilibili.com/video/BV1Rh411u7mf,official_public_aggregate,exact_api,2026-09-11T22:18:36+00:00,music_ep,False
BV1tg4y1g7HC,《明日方舟》主题曲【惊霆无声】概念pv,这场战争不配用任何比喻修饰。,161775300,明日方舟,2023-04-06T03:00:00+00:00,1219100,94916,24484,12737,9585,3811,2116,https://www.bilibili.com/video/BV1tg4y1g7HC,official_public_aggregate,exact_api,2026-09-02T18:55:39.570588+08:00,,
BV1gY4y1D71D,《明日方舟》主题曲【惊霆无声】开放 限时纪念活动宣传pv,"'--重铸未来 方舟启航--
《明日方舟》主题曲【惊霆无声】开放 限时纪念活动宣传pv

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

惊雷划破阴霾，被遗忘的尘埃于烈火中嘶吼，何人将拯救吾等臣民？

———————————— 
详细活动内容敬请关注《明日方舟》官网及游戏内相关公告。",161775300,明日方舟,2023-03-30T03:00:00+00:00,2485425,131969,42787,18180,23851,9164,11828,https://www.bilibili.com/video/BV1gY4y1D71D,official_public_aggregate,exact_api,2026-09-11T22:17:50+00:00,event_pv,False
BV1CV4y1D77S,《明日方舟》2023「音律联觉-愚夜密函」先导预告,"就罗德岛资料室文件失窃一案，当前播报最新调查进展：
经过对所获信函的字迹比对分析，确认雇佣兵W就是此案的始作俑者。
【W】于逃离前在现场隐藏了一些行踪线索，希望各位博士可以协助我方解开谜题找到W的行踪线索。

活动地址：https://ak.hypergryph.com/activity/rogues-secret-rooms
活动时间：2023年3月27日12:00-4月7日12:00
活动规则：活动期间，参与【怪盗的密室挑战】破解谜题即可获得【W】的行踪线索，收集齐全部线索后可参与抽奖。将有机会抽取【",161775300,明日方舟,2023-03-27T04:00:00+00:00,2288548,174421,57036,1192,56420,13718,2071,https://www.bilibili.com/video/BV1CV4y1D77S,official_public_aggregate,exact_api,2026-09-02T18:57:48.485422+08:00,,
BV15v4y1L7nB,《明日方舟》危机合约新赛季「起源行动」宣传PV,烈火重燃，恐惧从未熄灭，既为起源，也为终点。,161775300,明日方舟,2023-03-16T03:00:54+00:00,4133168,252510,145411,62551,63353,17423,21317,https://www.bilibili.com/video/BV15v4y1L7nB,official_public_aggregate,exact_api,2026-09-11T22:18:20+00:00,gameplay_system,False
BV1BM4y1R718,【明日方舟×怪物猎人】SideStory「落叶逐火」活动宣传PV,"'--重铸未来 方舟启航--
【明日方舟×怪物猎人】SideStory「落叶逐火」活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

“生命诞生于这片大地之上，并非为了轻易死去，活着才拥有全部的可能。”

———————————— 
详细活动内容敬请关注《明日方舟》官网及游戏内相关公告。",161775300,明日方舟,2023-03-03T09:00:00+00:00,5728996,262125,109392,39476,128228,30233,19197,https://www.bilibili.com/video/BV1BM4y1R718,official_public_aggregate,exact_api,2026-09-11T22:18:24+00:00,event_pv,False
BV1Dv4y1s724,《明日方舟》EP - 春岚,"2月14日 春岚 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/514557

【专辑介绍】
暖雪凉月冷山，
秋霜冬蕊春岚。

【歌曲列表】
春岚",161775300,明日方舟,2023-02-14T03:00:00+00:00,1073709,76370,20277,15716,4843,3516,3473,https://www.bilibili.com/video/BV1Dv4y1s724,official_public_aggregate,exact_api,2026-09-02T18:56:21.100154+08:00,,
BV1aA4116773,《明日方舟》全新故事「春分」活动宣传PV,"'--重铸未来 方舟启航--
《明日方舟》全新故事「春分」活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

再小的石头，落下山时也会发出够大的声响，传入所有人的耳朵。",161775300,明日方舟,2023-02-07T03:00:00+00:00,2152829,128800,30759,14379,38708,10947,10432,https://www.bilibili.com/video/BV1aA4116773,official_public_aggregate,exact_api,2026-09-02T18:57:39.137784+08:00,,
BV1jR4y1Y7zm,《明日方舟》EP - 兔兔在哪里？,"1月22日 兔兔在哪里？ 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/306821

【专辑介绍】
博士，听说炎国即将迎来对卡特斯来说很特殊的一年呢，快叫上卡特斯干员一起庆祝新春吧！……诶，等等，兔兔们哪儿去了？

【歌曲列表】
兔兔在哪里？",161775300,明日方舟,2023-01-22T03:00:00+00:00,1416115,142796,29301,26681,13921,4348,2431,https://www.bilibili.com/video/BV1jR4y1Y7zm,official_public_aggregate,exact_api,2026-09-02T18:56:26.543802+08:00,,
BV1FR4y1e7Cy,《明日方舟》EP - 近尘烟,"1月18日 近尘烟 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/232275

【专辑介绍】
市井深巷，夜半酒香。
《近尘烟》，大隐于市，小隐于野。

【歌曲列表】
近尘烟",161775300,明日方舟,2023-01-18T03:00:00+00:00,1569942,112796,29864,31094,8738,3159,3900,https://www.bilibili.com/video/BV1FR4y1e7Cy,official_public_aggregate,exact_api,2026-09-11T22:18:37+00:00,music_ep,False
BV15G4y1w7KE,《明日方舟》特别映像 [炎：劫争],"民间口口相传的神话，
司岁台秘藏的卷宗，
都不过是祂的一场大梦，
梦醒皆是泡影。",161775300,明日方舟,2023-01-17T04:00:00+00:00,1677412,135296,42418,27308,26869,9044,5461,https://www.bilibili.com/video/BV15G4y1w7KE,official_public_aggregate,exact_api,2026-09-11T22:17:27+00:00,animation_brand,False
BV1MR4y1a7KX,《明日方舟》EP - 定风波,"1月17日 定风波 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/953993

【专辑介绍】
春山起霜柝，凭鳞定风波。
霄虹如故影伶仃，沧浪遍历。

【歌曲列表】
定风波",161775300,明日方舟,2023-01-17T02:00:00+00:00,1628160,123646,42440,34778,11005,6012,9871,https://www.bilibili.com/video/BV1MR4y1a7KX,official_public_aggregate,exact_api,2026-09-11T22:18:47+00:00,music_ep,False
BV18M411b7dm,《明日方舟》限定干员「重岳」前瞻PV,"见生死，知苦难，动心忍性。
才发现原来答案不在于外物，
而是要求诸己身。",161775300,明日方舟,2023-01-14T03:00:00+00:00,2360142,163646,50928,29157,40893,8526,10539,https://www.bilibili.com/video/BV18M411b7dm,official_public_aggregate,exact_api,2026-09-11T22:18:32+00:00,operator_pv,False
BV1Jx4y1G7cb,《明日方舟》2023新春前瞻特辑视频,"《明日方舟》2023新春前瞻特辑现已结束，感谢大家的支持。本次新春前瞻特辑视频现已上传。

另外，「除晦迎新好运来」网页活动 目前也已开启，欢迎大家前来参与。
活动参与地址：https://ak.hypergryph.com/special/horoscope-2023/

————————————
更多活动详情内容详见官网、游戏内公告及官方自媒体账号。",161775300,明日方舟,2023-01-08T12:35:00+00:00,1567217,110499,27704,12158,12988,11229,24430,https://www.bilibili.com/video/BV1Jx4y1G7cb,official_public_aggregate,exact_api,2026-09-11T22:17:59+00:00,other_official,False
BV1ee4y137g3,《明日方舟》SideStory「登临意」活动宣传PV,"'--重铸未来 方舟启航--

《明日方舟》SideStory「登临意」活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

辞旧迎新，SideStory「登临意」限时活动即将开启

广漠千里，春风不度。
你因何留在玉门？又因何离开这里？

———————————— 
详细活动内容敬请关注《明日方舟》官网及游戏内相关公告。",161775300,明日方舟,2023-01-08T12:15:00+00:00,2760712,121766,41789,19311,22248,11354,18161,https://www.bilibili.com/video/BV1ee4y137g3,official_public_aggregate,exact_api,2026-09-11T22:18:00+00:00,event_pv,False
BV1Pg411s72k,《明日方舟》SideStory「登临意」活动先导PV,既然醒了，回到这纷扰尘世，就不免要真的刀兵相见了。,161775300,明日方舟,2023-01-08T12:10:00+00:00,1641156,111749,34497,21613,24793,4112,6834,https://www.bilibili.com/video/BV1Pg411s72k,official_public_aggregate,exact_api,2026-09-11T22:17:57+00:00,event_pv,False
BV1bG4y1E7Ah,《明日方舟》EP - A Cold Call,"12月30日 A Cold Call 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/697646
塞壬唱片-MSR × Rhodes Islands，时代系列专辑第四弹载誉而来，圆满收官，期待再次与您相遇。

激昂独奏，
只为舞台之外的主角。
嘘，别问任务的真相，
就当是场突然造访。

【歌曲列表】
A Cold Call",161775300,明日方舟,2022-12-30T03:00:00+00:00,1691435,132942,40448,36341,16149,5147,2837,https://www.bilibili.com/video/BV1bG4y1E7Ah,official_public_aggregate,exact_api,2026-09-11T22:18:37+00:00,music_ep,False
BV1tW4y1K7rM,《明日方舟》×高德地图 阿米娅导航语音合作宣传PV,"“我坚信你会带领罗德岛走上正确的道路，我们就此启航吧！”

明日方舟携手高德地图，阿米娅导航语音正式上线
活动链接请见：https://n1.a-map.link/iyWqATcP15W

一、下载阿米娅导航语音即可在高德app内获得游戏内道具兑换码
二、配套阿米娅主题高德地图皮肤同步上线，下载阿米娅导航语音即可获得

后续活动内容及最新消息，请关注高德地图自媒体账号。",161775300,明日方舟,2022-12-28T02:00:00+00:00,1529296,152284,15997,14624,37107,7285,3410,https://www.bilibili.com/video/BV1tW4y1K7rM,official_public_aggregate,exact_api,2026-09-11T22:17:25+00:00,other_pv,False
BV1oW4y1N72d,《明日方舟》EP - Snowy Night,"12月24日 Snowy Night正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/514569

【专辑介绍】
炉火熏热了玻璃房，姜饼，苹果和拐杖糖，在穹顶下闪闪发光。
冬日的《Snowy Night》，温暖的小憩时光。愿你节日快乐，朋友。

【歌曲列表】
Snowy Night",161775300,明日方舟,2022-12-24T09:00:00+00:00,1070943,113814,28477,21556,8900,2921,1551,https://www.bilibili.com/video/BV1oW4y1N72d,official_public_aggregate,exact_api,2026-09-11T22:18:27+00:00,music_ep,False
BV1Ev4y1978y,《明日方舟》EP - Flame Shadow,"12月15日 Flame Shadow 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/514562

【专辑介绍】
熔铸冻雨，浇筑火炬，
In Flame, in Shadow...
为你燃烧，如此明亮。

【歌曲列表】
Flame Shadow",161775300,明日方舟,2022-12-15T03:00:00+00:00,1866111,119158,49382,44532,14722,7753,4586,https://www.bilibili.com/video/BV1Ev4y1978y,official_public_aggregate,exact_api,2026-09-11T22:18:39+00:00,music_ep,False
BV1hK41167zi,《明日方舟》2022「音律联觉-灯下定影」官方录播,2022明日方舟音律联觉-灯下定影官方录播已正式上线，本次录播bilibili大会员抢先观看1个月，后续可免费观看。,161775300,明日方舟,2022-12-10T04:00:02+00:00,3322264,105715,78880,29430,11473,3999,23990,https://www.bilibili.com/video/BV1hK41167zi,official_public_aggregate,exact_api,2026-09-11T22:17:59+00:00,offline_event,False
BV1sM411z7wZ,《明日方舟》2022「音律联觉-灯下定影」官方录播即将上线,"诸位亲爱的观众朋友们，
感谢大家此前对电影首映会的大力支持！为了回馈各位的踊跃观影，也为了让更多人享受到电影艺术的美好，明日起音律联觉-灯下定影将正式公映。无论您是否参与过首映，都欢迎前来观看！

一、2022明日方舟音律联觉-灯下定影官方录播12月10日12:00将于bilibili独家上线，本次录播bilibili大会员抢先观看1个月，后续可免费观看，更多详情请关注https://www.bilibili.com/bangumi/media/md28344571

二、音律联觉-灯下定影原声EP将于2",161775300,明日方舟,2022-12-09T04:07:38+00:00,736978,59144,10844,3197,2766,1787,468,https://www.bilibili.com/video/BV1sM411z7wZ,official_public_aggregate,exact_api,2026-09-02T18:57:48.485422+08:00,,
BV1MR4y1C7QW,《明日方舟》SideStory「照我以火」活动宣传PV,"'--重铸未来 方舟启航--
《明日方舟》SideStory「照我以火」活动宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

SideStory「照我以火」限时活动即将开启

————————————

“你听说过芦苇管可以做哨笛吗？就是那些一把火就能烧尽的草秆。”

————————————
更多活动内容请持续关注《明日方舟》游戏内公告及官方公告。",161775300,明日方舟,2022-12-08T03:00:25+00:00,3314389,162887,57480,23281,49419,16150,15361,https://www.bilibili.com/video/BV1MR4y1C7QW,official_public_aggregate,exact_api,2026-09-11T22:18:02+00:00,event_pv,False
BV1ED4y1x7Vc,《明日方舟》危机合约新赛季「赝波行动」宣传PV,"'--重铸未来 方舟启航--
《明日方舟》危机合约新赛季「赝波行动」宣传PV

↓↓《明日方舟》bilibili服下载↓↓
https://www.biligame.com/detail/?id=101772

____________________________
一、2022「感谢庆典」，#11赛季「赝波行动」开启
二、2022「感谢庆典」，【联合行动】特选干员定向寻访开启
三、「感谢庆典」，“资源收集”关卡限时全天开放

更多活动内容请持续关注《明日方舟》官方公告。",161775300,明日方舟,2022-11-10T03:00:00+00:00,2061083,137868,28971,15267,25443,7344,828,https://www.bilibili.com/video/BV1ED4y1x7Vc,official_public_aggregate,exact_api,2026-09-11T22:18:11+00:00,gameplay_system,False
BV1wd4y1C7YM,《明日方舟》EP - Go My Way,"11月3日 Go My Way 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/514564

【专辑介绍】
沿着狼群奔驰的方向，
我们前进在蜿蜒的道路之上，
昼夜交替，前路漫漫，永无止境。

【歌曲列表】
Go My Way",161775300,明日方舟,2022-11-03T03:00:00+00:00,1080765,79441,17872,20783,3552,5103,2351,https://www.bilibili.com/video/BV1wd4y1C7YM,official_public_aggregate,exact_api,2026-09-11T22:18:36+00:00,music_ep,False
BV1Ce4y1y7Ly,《明日方舟》EP - Sentenced,"11月2日 Sentenced 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/125090

【专辑介绍】
落下的木槌敲响了法庭，
我曾秉持的不过一杆歪曲的天平。
是的，过往终须弥补，
《Sentenced》，一百万次忏悔与低鸣。

【歌曲列表】
Sentenced",161775300,明日方舟,2022-11-02T03:00:00+00:00,1842869,104734,47128,46226,9832,3481,2711,https://www.bilibili.com/video/BV1Ce4y1y7Ly,official_public_aggregate,exact_api,2026-09-11T22:18:33+00:00,music_ep,False
BV1Ld4y1C7kY,《明日方舟》EP - Thorns In You,"11月1日 Thorns In You 正式上架塞壬唱片官网，网易云音乐及QQ音乐等平台
塞壬唱片官网链接：https://monster-siren.hypergryph.com/music/697641

【专辑介绍】
春去秋来的过去，是一抔纠缠不休的土壤，暗自滋生出荆棘。

【歌曲列表】
Thorns In You",161775300,明日方舟,2022-11-01T03:00:00+00:00,2188908,125208,41133,35818,8792,6120,8776,https://www.bilibili.com/video/BV1Ld4y1C7kY,official_public_aggregate,exact_api,2026-09-11T22:18:31+00:00,music_ep,False
BV1h14y1L7UV,《明日方舟》2022「音律联觉-灯下定影」幕后制作记录,"2022明日方舟音律联觉-灯下定影 幕后制作记录公开

遗憾无法线下相见
但所有的美好，仍希望能以线上播出的方式带给所有博士。",161775300,明日方舟,2022-10-30T04:00:00+00:00,914243,92721,52298,878,17538,6917,1095,https://www.bilibili.com/video/BV1h14y1L7UV,official_public_aggregate,exact_api,2026-09-02T18:57:48.485422+08:00,,
BV1Wt4y1T78v,《明日方舟》2022「感谢庆典」前瞻特别节目（附字幕）,"再次感谢大家的支持，之后我们将在官方自媒体账号陆续更新《明日方舟》2022「感谢庆典」相关具体内容。
更多活动详情详见官网、游戏内公告及双微。",161775300,明日方舟,2022-10-28T13:43:10+00:00,842272,73827,16119,9465,3089,2697,5714,https://www.bilibili.com/video/BV1Wt4y1T78v,official_public_aggregate,exact_api,2026-09-11T22:18:15+00:00,other_official,False
BV1jG411A79W,《明日方舟》2022「感谢庆典」声优祝福,"'-特别感谢-

（以下排名不分先后）

刘雯 包少爷 翁媛 郑武文杰
梁爽 浅仓杏美 逢坂良太
小山力也 佐藤聪美 今井麻美

来自各位老师们为本次《明日方舟》2022「感谢庆典」送上的祝福。
非常感谢老师们的祝福与认可！",161775300,明日方舟,2022-10-28T12:47:44+00:00,425760,53034,6947,5900,1192,1288,2693,https://www.bilibili.com/video/BV1jG411A79W,official_public_aggregate,exact_api,2026-09-11T22:18:06+00:00,other_official,False
BV19P411A7jC,《明日方舟》限定干员「缄默德克萨斯」前瞻PV,"""Fattene una ragione!""
""Sei ancora ...""
""... una siracusana.""",161775300,明日方舟,2022-10-28T03:00:11+00:00,2062719,146654,46634,28381,28035,4519,11678,https://www.bilibili.com/video/BV19P411A7jC,official_public_aggregate,exact_api,2026-09-02T18:57:48.485422+08:00,,
BV1oe4y147aZ,《明日方舟》2022「音律联觉-灯下定影」尤里卡的电影测评时间,"大家好，欢迎来到尤里卡的直播间！
听说年导的四部大作马上就要上映了，来跟随尤里卡速览一遍吧！",161775300,明日方舟,2022-10-28T02:00:00+00:00,1079695,87161,15376,10635,7725,4379,3937,https://www.bilibili.com/video/BV1oe4y147aZ,official_public_aggregate,exact_api,2026-09-02T18:57:48.485422+08:00,,
